submission_id,preferred_abc,preferred_a_or_d,preferred_overall
6dQaoJ,Coffee B,Coffee A,Coffee C
PABVZx,Coffee C,Coffee A,Coffee C
RzB7Pp,,,
QAB6Mg,Coffee A,Coffee A,Coffee A
OABWXK,Coffee C,Coffee D,Coffee C
ylqWYp,Coffee C,Coffee A,Coffee C
VZ1kGv,Coffee C,Coffee D,Coffee D
bl40qo,Coffee A,Coffee D,Coffee D
NABelG,Coffee C,Coffee D,Coffee C
5dqy9M,Coffee B,Coffee D,Coffee D
kYRVEJ,Coffee B,Coffee D,Coffee D
Alb1GN,Coffee B,Coffee D,Coffee B
rlrxo5,Coffee A,Coffee D,Coffee D
OABW5A,Coffee B,Coffee A,Coffee B
zKQPpR,Coffee A,Coffee A,Coffee A
WApvYR,Coffee A,Coffee A,Coffee A
xdNOlo,Coffee A,Coffee A,Coffee A
NABe7W,Coffee B,Coffee D,Coffee D
aBr8zB,Coffee A,Coffee D,Coffee D
MAd98k,Coffee A,Coffee D,Coffee D
xdNel5,Coffee A,Coffee D,Coffee D
xdNe6r,Coffee A,Coffee D,Coffee D
42NgdO,Coffee B,Coffee D,Coffee D
5dqyVo,Coffee A,Coffee D,Coffee D
QAB6JY,Coffee B,Coffee A,Coffee B
DVvl9b,Coffee B,Coffee A,
DVvlbq,Coffee A,Coffee A,Coffee A
qbE2M2,Coffee B,Coffee D,Coffee D
5dqyoM,Coffee B,Coffee A,Coffee A
24xMzp,Coffee B,Coffee D,Coffee D
42NgEk,Coffee A,Coffee A,Coffee A
XeBKAd,Coffee A,Coffee D,Coffee D
RzB7Qp,Coffee C,Coffee A,Coffee C
GrB2GQ,Coffee B,Coffee D,Coffee D
MAd9WE,Coffee A,Coffee D,Coffee D
oAV4YX,Coffee A,Coffee A,Coffee A
g5NRxN,Coffee B,Coffee D,Coffee B
42NgM5,Coffee C,Coffee D,Coffee D
lNlPqW,Coffee B,Coffee D,Coffee B
aBr8JE,Coffee A,Coffee D,Coffee D
42Ne8r,Coffee C,Coffee D,Coffee C
LdMQxO,Coffee C,Coffee A,Coffee C
XeBK0d,Coffee A,Coffee A,Coffee A
8dp00l,Coffee B,Coffee A,Coffee B
ZdRpqV,Coffee C,Coffee D,Coffee D
24xM5V,Coffee A,Coffee D,Coffee D
24xqAj,,,
OABWqp,Coffee A,Coffee D,Coffee D
9dJzzE,Coffee B,Coffee D,Coffee B
7d9809,,,
dY258K,Coffee A,Coffee D,Coffee D
YZzEjJ,Coffee C,Coffee D,Coffee C
PABMpV,Coffee C,Coffee A,Coffee C
xdNkX5,Coffee C,Coffee A,Coffee C
LdMA7v,Coffee C,Coffee D,Coffee D
1r2Zb4,,,
XeBKZP,Coffee C,Coffee A,Coffee C
jB9dPx,Coffee A,Coffee A,Coffee A
42NWaY,Coffee A,Coffee D,Coffee D
KMBq7X,Coffee A,Coffee A,Coffee B
oAVry1,Coffee B,Coffee D,Coffee D
QABgJk,Coffee B,Coffee A,Coffee B
DVvl6p,Coffee C,Coffee A,Coffee A
8dpveY,Coffee A,Coffee A,Coffee A
DVvrvp,Coffee A,Coffee A,Coffee A
ylqKZX,Coffee C,Coffee D,Coffee D
EPbjYr,,,
VZ1RYl,Coffee A,Coffee D,Coffee D
rlrNpR,Coffee A,Coffee D,Coffee D
vNx710,Coffee C,Coffee A,Coffee C
DVvrMl,Coffee A,Coffee A,Coffee A
bl4B20,Coffee C,Coffee A,Coffee C
WApGZk,Coffee B,Coffee D,Coffee B
7d9BgZ,Coffee C,Coffee D,Coffee C
PABaYx,Coffee A,Coffee D,Coffee D
GrBNyk,Coffee B,Coffee A,Coffee B
vNx7pD,Coffee B,Coffee D,Coffee B
24xqzL,Coffee A,Coffee A,Coffee A
XeBVpd,,,
J2kayY,,,
jB9O5J,Coffee C,Coffee A,Coffee C
aBrbpq,Coffee C,Coffee D,Coffee C
XeBVZV,,,
rlrx85,Coffee C,Coffee A,Coffee C
eBxdOE,Coffee A,Coffee D,Coffee D
BGbO2e,Coffee A,Coffee A,Coffee A
NABKaW,Coffee B,Coffee D,Coffee B
g5NyOD,Coffee B,Coffee D,Coffee B
ylqKLW,Coffee A,Coffee A,Coffee D
ylqK54,Coffee A,Coffee D,Coffee D
ZdR4pA,Coffee A,Coffee D,Coffee A
jB9dOY,Coffee B,Coffee D,Coffee C
1r2ZLO,Coffee A,Coffee D,Coffee D
qbYZaO,Coffee A,Coffee A,Coffee A
AlboEW,Coffee A,Coffee A,Coffee A
BGL4dR,Coffee C,Coffee D,Coffee D
jB0DlJ,Coffee B,Coffee D,Coffee B
eBNZDx,Coffee B,Coffee D,Coffee D
J2VKAR,Coffee A,Coffee D,Coffee A
jB0DQ4,Coffee B,Coffee A,Coffee B
0Ebr79,Coffee C,Coffee D,Coffee D
qbYZR9,Coffee A,Coffee D,Coffee D
yl0ZDB,Coffee A,Coffee D,Coffee D
xd0xPo,Coffee A,Coffee D,Coffee D
XeRlWY,Coffee A,Coffee A,Coffee A
eBNZA0,Coffee A,Coffee D,Coffee D
6d1J4N,,,
J2VKgX,,,
aBjN4X,Coffee B,Coffee D,Coffee D
VZ9EVv,Coffee C,Coffee A,Coffee C
yl0Zep,Coffee C,Coffee A,Coffee C
7dJlza,,,
XeRlQe,Coffee B,Coffee A,Coffee B
WAe90j,Coffee A,Coffee D,Coffee D
dYZqdK,Coffee B,Coffee A,Coffee B
Al6PLz,Coffee C,Coffee D,Coffee C
eBNZzJ,Coffee A,Coffee D,Coffee D
J2VKGX,Coffee C,Coffee D,Coffee D
PABaAP,Coffee B,Coffee A,Coffee B
YZoDgv,Coffee A,Coffee A,Coffee A
24b8Y9,,,
ZdG5yV,Coffee B,Coffee A,Coffee B
RzZK14,Coffee A,Coffee D,Coffee D
LdE14p,Coffee B,Coffee D,Coffee B
QAx2qG,Coffee B,Coffee D,Coffee D
bl2Vy6,Coffee A,Coffee A,Coffee A
Grovo2,Coffee A,Coffee D,Coffee D
0Ebry9,Coffee A,Coffee D,Coffee D
PA2jNB,Coffee A,Coffee D,Coffee D
VZ9Eyj,Coffee B,Coffee A,Coffee B
lN0DEk,Coffee A,Coffee A,Coffee A
WAe9GJ,Coffee B,Coffee A,Coffee B
eBNZdq,Coffee B,Coffee A,Coffee B
pL0xab,Coffee B,Coffee D,Coffee B
BGL4r5,Coffee C,Coffee A,Coffee C
KMPQ9A,Coffee A,Coffee A,Coffee A
1rbP1M,Coffee C,Coffee A,Coffee C
6d18jo,,,
EPBkqq,Coffee A,Coffee A,Coffee A
MArKXl,Coffee C,Coffee A,Coffee C
24bEBg,Coffee A,Coffee A,Coffee A
yl0PXW,Coffee B,Coffee A,Coffee B
zK0xYg,Coffee A,Coffee D,Coffee D
RzZG44,Coffee A,Coffee D,Coffee D
42142r,Coffee A,Coffee A,Coffee B
BGLzXe,Coffee C,Coffee D,Coffee D
MAreLA,Coffee A,Coffee D,Coffee D
OAjDGM,Coffee C,Coffee D,Coffee D
rl0jGl,,,
jB0aW4,Coffee B,Coffee A,Coffee D
xd0Xy5,Coffee C,Coffee D,Coffee D
dYZWjK,Coffee A,Coffee A,Coffee A
pLPjdJ,Coffee A,Coffee A,Coffee A
EPBkPl,Coffee A,Coffee D,Coffee D
0EbQbN,Coffee C,Coffee D,Coffee A
yl0PeB,Coffee B,Coffee A,Coffee B
Grox5j,Coffee B,Coffee D,Coffee D
8dJ1rA,Coffee C,Coffee A,Coffee D
4214qo,Coffee A,Coffee D,Coffee D
aBjQgW,Coffee A,Coffee A,Coffee A
aBjQyy,Coffee C,Coffee D,Coffee C
jB0ap9,Coffee C,Coffee D,Coffee C
7dJRez,Coffee A,Coffee A,Coffee A
BGLz71,Coffee A,Coffee A,Coffee A
NA4p5W,Coffee B,Coffee A,Coffee B
6d18eo,Coffee A,Coffee A,Coffee A
lNlQkv,Coffee B,Coffee D,Coffee B
8dJoAY,Coffee A,Coffee A,Coffee A
6d18yo,Coffee A,Coffee A,Coffee C
OAjD6g,,,
dYZWer,Coffee C,Coffee A,Coffee C
YZo58J,Coffee A,Coffee D,Coffee D
8dJ175,Coffee A,Coffee D,Coffee D
XeRxKg,Coffee C,Coffee A,Coffee C
oA09eX,,,
rl0jRp,Coffee A,Coffee D,Coffee D
MAr1DY,Coffee A,Coffee A,Coffee A
rl0DO5,Coffee B,Coffee D,Coffee D
bl2Z70,Coffee C,Coffee D,Coffee C
QAxoJY,,,
421a7B,Coffee B,Coffee D,Coffee B
vN0XBX,Coffee C,Coffee A,Coffee C
yl0XYW,Coffee C,Coffee D,Coffee D
NA4q0p,Coffee B,Coffee D,Coffee B
7dJXK9,Coffee C,Coffee A,Coffee A
WAeJek,Coffee A,Coffee D,Coffee D
Al6rdo,Coffee A,Coffee D,Coffee D
rl0DvN,,,
yl0Xdg,Coffee C,Coffee A,Coffee C
KMPpk8,Coffee B,Coffee A,Coffee B
rl0DJN,Coffee A,Coffee D,Coffee D
6d1DWJ,Coffee B,Coffee D,Coffee B
zK0EJk,Coffee C,Coffee D,Coffee C
8dJNGr,Coffee C,Coffee D,Coffee C
XeR5zg,Coffee C,Coffee D,Coffee C
bl25aZ,Coffee A,Coffee A,Coffee A
VZ9pXE,,,
DVXqPb,Coffee B,Coffee D,Coffee D
xd0Vgo,Coffee B,Coffee D,Coffee B
9d6NaY,Coffee C,Coffee D,Coffee D
g5QbLJ,Coffee B,Coffee A,Coffee B
OAjQg8,Coffee C,Coffee D,Coffee C
PA2RWQ,Coffee B,Coffee D,Coffee D
PA2RLd,Coffee B,Coffee A,Coffee B
qbY58k,Coffee C,Coffee D,Coffee C
J2V17r,,,
LdEDeJ,Coffee C,Coffee D,Coffee C
g5QbEJ,Coffee C,Coffee A,Coffee D
xd0VLG,Coffee A,Coffee A,Coffee A
RzZWAQ,Coffee C,Coffee D,Coffee D
kY0bMr,Coffee C,Coffee D,Coffee C
YZojoW,Coffee A,Coffee A,Coffee A
6d1L8J,Coffee C,Coffee D,Coffee C
0EbV9P,Coffee C,Coffee A,Coffee C
oA09Xb,Coffee B,Coffee D,Coffee D
MArXNp,,,
bl2ZB1,Coffee B,Coffee A,Coffee B
jB0ZZa,Coffee C,Coffee A,Coffee C
dYZENo,Coffee A,Coffee A,Coffee B
7dJqKP,Coffee B,Coffee D,Coffee B
aBj94v,Coffee C,Coffee A,Coffee C
pL0ryq,Coffee A,Coffee D,Coffee D
qbYLA2,Coffee C,Coffee D,Coffee D
24bX4p,Coffee C,Coffee A,Coffee C
oA0E9P,Coffee C,Coffee A,Coffee C
PA2pOb,Coffee A,Coffee A,Coffee A
eBNMEE,Coffee B,Coffee D,Coffee C
XeRLLg,Coffee B,Coffee D,Coffee B
yl0Mjd,Coffee B,Coffee A,Coffee B
NA4rNQ,,,
1rbXOl,Coffee C,Coffee D,Coffee C
Al6zN0,Coffee A,Coffee A,Coffee A
24bXgj,Coffee A,Coffee A,Coffee A
EPBK7o,,,
YZoPDW,Coffee C,Coffee D,Coffee D
lN0BYo,Coffee A,Coffee A,Coffee A
yl0Mgx,Coffee B,Coffee D,Coffee B
dYZEVo,Coffee C,Coffee D,Coffee C
EPBKpL,Coffee B,Coffee D,Coffee D
jB0Z4E,Coffee A,Coffee D,Coffee C
Al6zgW,Coffee A,Coffee D,Coffee D
9d6BKG,Coffee C,Coffee D,Coffee D
vN0rj4,Coffee C,Coffee D,Coffee C
LdEZRv,Coffee A,Coffee D,Coffee D
RzZxOP,Coffee B,Coffee A,Coffee B
dYZELD,Coffee B,Coffee A,Coffee B
oA0D9b,Coffee A,Coffee A,Coffee A
DVXKql,Coffee C,Coffee D,Coffee D
MArXjX,Coffee A,Coffee D,Coffee D
7dJbL0,Coffee B,Coffee A,Coffee B
OAjlzR,Coffee C,Coffee D,Coffee C
0Eb7MN,Coffee C,Coffee D,Coffee D
qbYaBY,Coffee C,Coffee D,Coffee D
aBjeBv,Coffee C,Coffee D,Coffee C
RzZd4d,Coffee A,Coffee D,Coffee D
yl0Nx4,Coffee B,Coffee A,Coffee B
VZ9j8J,Coffee B,Coffee D,Coffee D
XeRrBO,Coffee C,Coffee D,Coffee D
ZdG8b0,Coffee B,Coffee D,Coffee B
XeRrOd,Coffee A,Coffee A,Coffee A
6d1eA5,Coffee A,Coffee A,Coffee A
24bBlb,Coffee A,Coffee A,Coffee A
kY09zd,Coffee A,Coffee A,Coffee A
9d6XPV,,,
6d1epo,Coffee C,Coffee D,Coffee C
zK0NRM,,,
bl29y1,Coffee B,Coffee D,Coffee D
lN0qY6,Coffee B,Coffee D,Coffee B
RzZd2Q,Coffee A,Coffee A,Coffee A
eBND8k,Coffee A,Coffee A,Coffee A
lN0BDN,Coffee A,Coffee D,Coffee D
24bXyj,Coffee C,Coffee D,Coffee D
RzZdlK,Coffee A,Coffee D,Coffee D
YZoR15,Coffee B,Coffee D,Coffee D
g5QeBd,Coffee C,Coffee A,Coffee C
kY09M6,Coffee B,Coffee D,Coffee D
XeRJxV,Coffee A,Coffee A,Coffee A
EPBddA,Coffee B,Coffee D,Coffee B
kY0eNZ,Coffee A,Coffee D,Coffee D
VZ9QGl,Coffee C,Coffee A,Coffee C
vN0eAl,Coffee A,Coffee D,Coffee D
EPBdQl,Coffee A,Coffee A,Coffee A
1rbd4b,Coffee A,Coffee A,Coffee A
DVXkeZ,Coffee A,Coffee D,Coffee D
RzZM8d,Coffee A,Coffee D,Coffee D
QAxe0G,Coffee B,Coffee A,Coffee B
RzZMvJ,Coffee C,Coffee A,Coffee C
8dJapO,Coffee A,Coffee D,Coffee D
dYZaZq,Coffee B,Coffee D,Coffee B
pL0y5E,Coffee B,Coffee D,Coffee D
8dJa6x,Coffee C,Coffee D,Coffee D
7dJLP9,Coffee A,Coffee D,Coffee D
DVXkPX,Coffee B,Coffee D,Coffee D
ZdGEWv,Coffee C,Coffee D,Coffee C
6d1jYN,Coffee C,Coffee A,Coffee C
EPBde2,Coffee A,Coffee D,Coffee D
WAeEMN,Coffee C,Coffee A,Coffee A
PA21Nx,Coffee B,Coffee D,Coffee D
jB06VJ,Coffee A,Coffee D,Coffee A
OAj46g,Coffee C,Coffee A,Coffee C
VZ9Qvv,Coffee A,Coffee D,Coffee D
KMP57A,Coffee C,Coffee A,Coffee C
oA0RGM,,,
42178d,,,
bl2j0g,Coffee B,Coffee D,Coffee B
PA29Rb,Coffee A,Coffee A,Coffee A
KMPxY7,Coffee C,Coffee D,Coffee D
9d6ZDK,Coffee A,Coffee D,Coffee D
aBj4EZ,Coffee C,Coffee A,Coffee C
zK0M20,Coffee B,Coffee A,Coffee B
MAra58,Coffee B,Coffee A,Coffee B
jB0ovx,Coffee C,Coffee D,Coffee C
dYZ08o,Coffee A,Coffee D,Coffee D
PA29Pb,Coffee C,Coffee A,Coffee C
xd0Dlr,Coffee A,Coffee D,Coffee D
J2VlWo,Coffee A,Coffee D,Coffee D
dYZ0pA,Coffee B,Coffee D,Coffee B
aBj40Z,Coffee C,Coffee D,Coffee C
7dJKYz,Coffee A,Coffee D,Coffee D
MAraqY,Coffee C,Coffee A,Coffee C
WAeRaL,Coffee C,Coffee A,Coffee C
XeRoaz,Coffee B,Coffee A,Coffee B
VZ9Pya,Coffee A,Coffee A,Coffee A
24bAoL,Coffee C,Coffee D,Coffee C
6d1KqA,Coffee A,Coffee D,Coffee D
EPBlyl,Coffee C,Coffee D,Coffee C
WAeRxk,Coffee C,Coffee A,Coffee C
5dl90b,Coffee A,Coffee A,Coffee A
OAjXOY,Coffee A,Coffee A,Coffee A
RzZojd,Coffee B,Coffee D,Coffee D
24bA0e,Coffee B,Coffee D,Coffee B
421KXY,Coffee C,Coffee D,Coffee C
EPBxlN,,,
oA026x,Coffee A,Coffee A,Coffee A
8dJZzO,Coffee B,Coffee D,Coffee B
OAj7zK,,,
8dJZN5,Coffee C,Coffee D,Coffee C
YZo4r0,,,
EPBxxN,Coffee A,Coffee A,Coffee A
6d1Zx5,Coffee C,Coffee A,Coffee C
lN060X,Coffee B,Coffee A,Coffee B
421K15,Coffee B,Coffee A,Coffee B
WAeRVL,Coffee C,Coffee D,Coffee D
zK07oa,,,
vN0Pp0,Coffee C,Coffee D,Coffee D
oA02LX,,,
7dJN5Z,Coffee B,Coffee A,Coffee B
VZ9z7v,Coffee A,Coffee A,Coffee A
J2VOgo,Coffee A,Coffee A,Coffee B
eBNRqx,Coffee A,Coffee D,Coffee D
9d67bK,Coffee B,Coffee D,Coffee B
421r7Y,Coffee C,Coffee D,Coffee D
WAezOe,Coffee B,Coffee D,Coffee D
YZoajN,Coffee C,Coffee D,Coffee B
EPBWPX,Coffee A,Coffee A,Coffee A
24bX0b,Coffee B,Coffee A,Coffee B
LdEPgv,Coffee A,Coffee A,Coffee A
BGL7D7,Coffee C,Coffee D,Coffee C
QAxRll,Coffee B,Coffee A,Coffee B
LdEpLj,Coffee B,Coffee A,Coffee B
eBNRJO,Coffee C,Coffee A,Coffee A
rl0Pev,Coffee B,Coffee D,Coffee B
eBNRVO,Coffee B,Coffee A,Coffee B
6d1NEP,Coffee A,Coffee D,Coffee D
pL0OXB,Coffee C,Coffee D,Coffee D
VZ95pl,,,
rl0ABp,Coffee B,Coffee A,Coffee B
oA0MD5,Coffee B,Coffee D,Coffee D
421x2Y,Coffee A,Coffee D,Coffee D
PA25pP,Coffee A,Coffee D,Coffee D
bl2xOZ,Coffee C,Coffee D,Coffee D
VZ9Jzy,Coffee A,Coffee D,Coffee D
Al6Lvy,Coffee B,Coffee A,Coffee B
aBjYvE,Coffee C,Coffee D,Coffee B
VZ95xl,Coffee B,Coffee D,Coffee B
GrodaO,Coffee C,Coffee D,Coffee D
EPBQjN,Coffee B,Coffee A,Coffee B
7dJ26P,Coffee B,Coffee A,Coffee B
PA26z0,Coffee A,Coffee D,Coffee D
PA2690,Coffee B,Coffee A,Coffee B
OAj56R,Coffee B,Coffee A,Coffee B
jB0yy1,Coffee A,Coffee D,Coffee D
LdEbJl,Coffee A,Coffee D,Coffee D
7dJW4R,Coffee B,Coffee D,Coffee B
OAjzjg,Coffee C,Coffee D,Coffee D
dYZ62d,Coffee C,Coffee A,Coffee C
KMP6W8,Coffee A,Coffee A,Coffee A
GrozzO,Coffee B,Coffee D,Coffee B
RzZ0Y4,Coffee A,Coffee D,Coffee D
8dJQar,Coffee B,Coffee D,Coffee B
KMPl5D,Coffee A,Coffee A,Coffee A
qbYDVO,Coffee A,Coffee D,Coffee D
PA2D2d,Coffee A,Coffee A,Coffee A
DVXNMq,,,
WAeN6Q,Coffee C,Coffee D,Coffee A
8dJKgY,Coffee C,Coffee A,Coffee C
DVXNop,Coffee C,Coffee D,Coffee D
YZoQK6,Coffee A,Coffee A,Coffee A
ZdGNey,Coffee B,Coffee D,Coffee B
zK0qVk,Coffee C,Coffee D,Coffee A
Al6dOW,Coffee B,Coffee A,Coffee C
RzZ01P,Coffee B,Coffee A,Coffee B
VZ90e6,Coffee B,Coffee A,Coffee B
zK0qR8,Coffee B,Coffee A,Coffee B
J2V26Y,Coffee A,Coffee D,Coffee D
RzZzMJ,Coffee C,Coffee D,Coffee C
XeReMe,Coffee A,Coffee A,Coffee A
bl2lkE,Coffee B,Coffee D,Coffee B
Gror7k,Coffee A,Coffee A,Coffee A
oA0AgP,Coffee B,Coffee D,Coffee B
RzZzg9,Coffee A,Coffee D,Coffee D
QAxAqg,Coffee B,Coffee A,Coffee B
Al6lgN,Coffee A,Coffee D,Coffee B
RzZ4x4,Coffee B,Coffee A,Coffee B
bl2klo,Coffee A,Coffee D,Coffee D
KMPMg8,Coffee B,Coffee D,Coffee B
PA2Eq5,Coffee C,Coffee D,Coffee D
24brbV,Coffee A,Coffee D,Coffee D
vN020Q,Coffee B,Coffee A,Coffee B
yl0D7W,Coffee C,Coffee D,Coffee C
xd0Z4G,Coffee A,Coffee A,Coffee A
pL0VEB,Coffee A,Coffee A,Coffee A
PA2E9V,Coffee A,Coffee D,Coffee D
lN0LKk,Coffee A,Coffee A,Coffee A
bl2LeE,Coffee B,Coffee A,Coffee B
rl0L9M,,,
zK0rDa,,,
RzZYXK,Coffee A,Coffee A,Coffee A
oA0dW5,Coffee C,Coffee D,Coffee C
OAjJ0K,Coffee C,Coffee D,Coffee C
yl0EqW,Coffee B,Coffee D,Coffee B
dYZDzr,,,
rl0dJp,Coffee A,Coffee A,Coffee A
zK0rl8,Coffee A,Coffee A,Coffee A
24bxPD,,,
QAxB11,Coffee C,Coffee D,Coffee D
7dJ9VA,Coffee B,Coffee D,Coffee D
kY005o,Coffee B,Coffee D,Coffee D
8dJJGz,Coffee B,Coffee A,Coffee B
zK00O8,Coffee A,Coffee A,Coffee A
6d1rZe,Coffee A,Coffee D,Coffee D
1rbD1L,,,
RzZv5d,Coffee B,Coffee A,Coffee B
rl0J0M,,,
RzZVaP,,,
NA4d6b,,,
1rb6OQ,,,
PA2krV,Coffee A,Coffee A,Coffee A
BGL0v1,Coffee C,Coffee D,Coffee D
RzZjd9,Coffee A,Coffee A,Coffee A
PA2rZb,,,
0EbG0A,Coffee A,Coffee A,Coffee A
0EblMP,,,
QAxXXp,Coffee A,Coffee A,Coffee A
VZ9yLy,Coffee C,Coffee D,Coffee D
dYZVYz,Coffee C,Coffee A,Coffee C
421dxO,Coffee C,Coffee D,Coffee D
g5QpyD,Coffee C,Coffee D,Coffee C
ZdGyJa,Coffee A,Coffee A,Coffee D
6d159J,Coffee B,Coffee D,Coffee B
9d6yGX,Coffee A,Coffee D,Coffee D
EPBEDN,Coffee A,Coffee D,Coffee D
OAj9JK,Coffee A,Coffee A,Coffee D
VZ9APy,Coffee A,Coffee D,Coffee D
zK02pE,Coffee C,Coffee A,Coffee C
pL09rJ,Coffee C,Coffee A,Coffee C
vN01zX,Coffee A,Coffee D,Coffee D
dYZ1Ly,Coffee A,Coffee D,Coffee D
yl0p26,Coffee C,Coffee A,Coffee C
xd0LMk,Coffee A,Coffee A,Coffee A
0EbyNZ,Coffee A,Coffee D,Coffee D
EPBrrA,Coffee B,Coffee A,Coffee B
KMPNqA,,,
dYZ4Lq,Coffee C,Coffee D,Coffee D
aBjPVB,Coffee B,Coffee A,Coffee B
PA2LNd,,,
WAeXWR,Coffee B,Coffee D,Coffee B
Al6NMo,Coffee B,Coffee D,Coffee B
RzZQG9,Coffee B,Coffee D,Coffee B
pL0X88,Coffee B,Coffee D,Coffee B
YZoXgd,Coffee A,Coffee D,Coffee D
Al6Ypk,Coffee A,Coffee D,Coffee D
xd07Jo,Coffee C,Coffee D,Coffee D
bl2XQ0,Coffee B,Coffee D,Coffee D
XeRdOY,Coffee B,Coffee A,Coffee B
421Y15,Coffee A,Coffee D,Coffee D
yl0pvg,Coffee C,Coffee A,Coffee C
kY04pR,Coffee A,Coffee D,Coffee D
WAe6Bj,Coffee A,Coffee A,Coffee A
EPBGrX,Coffee A,Coffee D,Coffee D
GroVAj,Coffee B,Coffee A,Coffee B
RzZQyl,Coffee B,Coffee A,Coffee B
YZob20,Coffee C,Coffee D,Coffee D
VZ9aKE,Coffee A,Coffee D,Coffee D
4210X5,Coffee C,Coffee A,Coffee C
BGLoze,Coffee A,Coffee A,Coffee A
kY04Md,Coffee B,Coffee A,Coffee B
yl0bW6,Coffee A,Coffee D,Coffee D
bl2RdL,Coffee B,Coffee A,Coffee B
jB0r8R,Coffee C,Coffee D,Coffee C
EPBVKl,Coffee C,Coffee D,Coffee C
aBjJeX,Coffee C,Coffee A,Coffee C
MArZAp,Coffee B,Coffee A,Coffee B
NA4vpQ,,,
Al6YG0,Coffee B,Coffee D,Coffee B
xd0byG,Coffee C,Coffee D,Coffee D
ZdGkZA,Coffee C,Coffee A,Coffee C
xd0bvk,Coffee A,Coffee D,Coffee D
421Yyk,Coffee A,Coffee D,Coffee D
vN069v,Coffee A,Coffee D,Coffee C
QAx9Ol,Coffee B,Coffee A,Coffee B
zK0B5a,Coffee B,Coffee A,Coffee B
7dJ0a6,Coffee A,Coffee A,Coffee A
bl2RPe,Coffee B,Coffee D,Coffee D
LdExxv,Coffee A,Coffee D,Coffee D
xd0bKG,Coffee B,Coffee D,Coffee B
ZdGb5v,Coffee A,Coffee A,Coffee A
aBjpNy,Coffee C,Coffee D,Coffee C
7dJ7L2,Coffee C,Coffee A,Coffee C
ZdGb8A,Coffee C,Coffee A,Coffee C
WAeaYN,Coffee A,Coffee D,Coffee D
421lqd,Coffee A,Coffee A,Coffee A
KMPrWM,Coffee A,Coffee D,Coffee D
NA42jj,Coffee A,Coffee D,Coffee D
5dlaPZ,Coffee C,Coffee D,Coffee C
1rbQLl,Coffee A,Coffee A,Coffee A
VZ9WWj,Coffee C,Coffee A,Coffee C
J2VE7o,Coffee A,Coffee D,Coffee D
pL0prV,Coffee A,Coffee A,Coffee A
8dJ4kr,,,
8dJbO5,Coffee C,Coffee D,Coffee C
BGLWAQ,,,
MArpbE,Coffee C,Coffee A,Coffee C
EPB7JB,Coffee A,Coffee D,Coffee D
bl2QVo,Coffee B,Coffee A,Coffee B
1rbogO,Coffee C,Coffee D,Coffee D
ZdGrXv,Coffee B,Coffee D,Coffee D
5dlP0b,Coffee A,Coffee D,Coffee D
yl0574,Coffee A,Coffee D,Coffee C
7dJYrL,Coffee A,Coffee D,Coffee D
pL0p0B,Coffee A,Coffee A,Coffee A
NA41kO,Coffee A,Coffee A,Coffee A
RzZ9Md,Coffee C,Coffee A,Coffee C
EPBVEB,Coffee C,Coffee D,Coffee D
LdE2P1,Coffee C,Coffee A,Coffee C
1rbav4,Coffee A,Coffee A,Coffee A
YZoAkW,,,
zK06rZ,Coffee A,Coffee A,Coffee A
qbYlJg,Coffee B,Coffee A,Coffee B
24b6lD,Coffee B,Coffee A,Coffee D
YZolB0,Coffee A,Coffee D,Coffee D
WAe71v,Coffee C,Coffee D,Coffee C
5dlAod,Coffee C,Coffee D,Coffee C
J2V4BR,Coffee B,Coffee A,Coffee B
6d1Bx5,Coffee B,Coffee D,Coffee D
aBjMgv,Coffee B,Coffee A,Coffee C
LdE2B1,Coffee B,Coffee A,Coffee B
GroPMQ,Coffee B,Coffee A,Coffee B
8dJlOk,Coffee C,Coffee D,Coffee C
421be5,Coffee A,Coffee D,Coffee D
yl0aKd,Coffee A,Coffee D,Coffee D
NA4Zep,Coffee B,Coffee A,Coffee C
LdE2AJ,Coffee C,Coffee A,Coffee C
ZdG7oB,Coffee B,Coffee D,Coffee D
OAj2QY,Coffee C,Coffee D,Coffee C
QAxZKY,Coffee B,Coffee A,Coffee B
VZ9eEj,Coffee A,Coffee A,Coffee A
QAxZoX,Coffee B,Coffee D,Coffee D
24bWa9,Coffee C,Coffee D,Coffee D
RzZNGK,Coffee B,Coffee A,Coffee B
kY0o0j,Coffee A,Coffee D,Coffee D
EPBO42,Coffee C,Coffee D,Coffee C
LdErgl,Coffee B,Coffee D,Coffee D
NA4j2B,,,
dYZM4K,Coffee A,Coffee D,Coffee C
4216Gr,Coffee A,Coffee A,Coffee A
OAj2P8,Coffee B,Coffee A,Coffee B
g5Ql6l,Coffee C,Coffee D,Coffee C
1rbQAL,Coffee A,Coffee A,Coffee A
PA2xLe,Coffee C,Coffee D,Coffee C
zK09P8,Coffee C,Coffee D,Coffee C
MArW1E,Coffee B,Coffee D,Coffee B
J2VQK7,Coffee C,Coffee A,Coffee C
KMPEj7,Coffee B,Coffee D,Coffee D
421MJ5,,,
zK09M0,Coffee A,Coffee A,Coffee A
kY0oQe,Coffee C,Coffee D,Coffee C
J2VQqz,Coffee C,Coffee A,Coffee C
OAj6lM,Coffee A,Coffee A,Coffee A
YZo1QW,Coffee B,Coffee D,Coffee D
MArWYp,,,
ZdGM2V,Coffee C,Coffee D,Coffee C
pL0QyP,Coffee B,Coffee D,Coffee B
ZdGMlo,Coffee B,Coffee D,Coffee B
