submission_id,age,gender,gender_specify,education_level,ethnicity_race,ethnicity_race_specify,employment_status,number_children,political_affiliation,work_from_home
24x9Zj,35-44 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
rlr8kR,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
g5N8pl,25-34 years old,Male,,,,,,,,I primarily work in person
rlr8qN,55-64 years old,Male,,,,,,,,I primarily work in person
ylq87g,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I do a mix of both
GrBO7Z,35-44 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
NAB2Rj,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
RzBqkj,35-44 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,1,Democrat,I primarily work from home
xdN86r,18-24 years old,Male,,Some college or associate's degree,Asian/Pacific Islander,,Student,,No affiliation,I do a mix of both
9dJArQ,25-34 years old,Female,,Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,,Independent,I primarily work in person
EPboa4,35-44 years old,Female,,,,,,,,I do a mix of both
WApaQN,18-24 years old,Female,,,,,,,,I primarily work from home
42NlN5,35-44 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work from home
AlbM50,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
QABNap,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Independent,I primarily work in person
dY2Jkd,45-54 years old,Female,,Some college or associate's degree,White/Caucasian,,Employed part-time,,Independent,I do a mix of both
RzBqr9,18-24 years old,Male,,Bachelor's degree,Asian/Pacific Islander,,,,,I primarily work from home
lNl89W,18-24 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Republican,I do a mix of both
PABZGB,25-34 years old,Female,,Some college or associate's degree,White/Caucasian,,Employed part-time,,Democrat,I primarily work from home
RzBqjj,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
LdM4ov,25-34 years old,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat,I primarily work from home
GrBO5k,55-64 years old,Male,,Master's degree,Asian/Pacific Islander,,Employed full-time,2,No affiliation,I do a mix of both
ZdRbWo,25-34 years old,Female,,Master's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work in person
AlbMQD,25-34 years old,Female,,Some college or associate's degree,White/Caucasian,,Unemployed,,Democrat,I primarily work from home
42NlqX,45-54 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Independent,I primarily work in person
24x9D9,35-44 years old,Female,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
oAV81V,35-44 years old,,,,,,,,,I primarily work from home
QABNE7,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I do a mix of both
6dQ6QN,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work in person
KMBrkV,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
g5N8NJ,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
aBrpab,25-34 years old,Non-binary,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
OABxVR,55-64 years old,,,,,,,,,
aBrpPq,35-44 years old,,,,,,,,,
bl41vZ,55-64 years old,Female,,Some college or associate's degree,White/Caucasian,,Homemaker,3,,I primarily work from home
oAV8kO,>65 years old,,,,,,,,,
qbE8NG,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
eBxgoe,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
aBrpkB,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
vNx8g0,25-34 years old,Male,,Master's degree,Asian/Pacific Islander,,Employed full-time,,Democrat,I primarily work from home
NAB2Ol,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
GrBObk,25-34 years old,Male,,Master's degree,Other (please specify),Jewish,Unemployed,,Democrat,I primarily work from home
kYR8x1,25-34 years old,Female,,Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,,Democrat,I primarily work in person
g5N8z4,18-24 years old,Other (please specify),Transgender Female,High school graduate,White/Caucasian,,Unemployed,,Democrat,I primarily work from home
lNl8zv,25-34 years old,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,Democrat,I do a mix of both
jB98z4,18-24 years old,Male,,Bachelor's degree,White/Caucasian,,Employed part-time,,Democrat,I primarily work in person
RzBqVj,45-54 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work in person
BGbJ6Q,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
5dqagd,45-54 years old,,,,,,,,,
QABN8Y,25-34 years old,Female,,Some college or associate's degree,White/Caucasian,,Retired,,Democrat,I primarily work from home
24x9o9,35-44 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
BGbJ9Q,25-34 years old,Female,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
PABZrV,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
lNl84k,25-34 years old,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,No affiliation,I primarily work from home
rlr8YR,45-54 years old,Male,,High school graduate,White/Caucasian,,Employed full-time,2,Democrat,I primarily work from home
zKQ8L0,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
NAB2El,35-44 years old,Male,,High school graduate,White/Caucasian,,Unemployed,,Democrat,I primarily work from home
9dJAMV,25-34 years old,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,No affiliation,I primarily work in person
YZz79J,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Homemaker,1,No affiliation,I primarily work from home
5dqaod,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
GrBOgp,35-44 years old,Male,,,,,,,,I primarily work from home
dY2Jgo,25-34 years old,Female,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
AlbMAe,25-34 years old,Male,,Some college or associate's degree,White/Caucasian,,Unemployed,2,Republican,I primarily work from home
XeB6d4,25-34 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
QABNX8,25-34 years old,Female,,Master's degree,Asian/Pacific Islander,,Employed part-time,,Democrat,I primarily work from home
1r2QBp,55-64 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Democrat,I primarily work in person
VZ1WY6,35-44 years old,Prefer not to say,,Bachelor's degree,Other (please specify),,Employed full-time,,No affiliation,I primarily work from home
LdM4Vv,55-64 years old,Female,,Doctorate or professional degree,,,Retired,,,
6dQ6MJ,45-54 years old,Female,,Bachelor's degree,White/Caucasian,,Retired,2,Democrat,I primarily work from home
oAV8vx,25-34 years old,Male,,Master's degree,Asian/Pacific Islander,,Employed full-time,,Democrat,I do a mix of both
oAV8gP,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work from home
EPboJ2,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
MAdjVA,25-34 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
EPboEX,25-34 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
6dQ64k,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Democrat,I do a mix of both
NAB240,55-64 years old,Male,,Master's degree,White/Caucasian,,Employed part-time,More than 3,Republican,I primarily work from home
pLPYzB,55-64 years old,Male,,High school graduate,White/Caucasian,,Retired,2,Independent,
OABxEg,55-64 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,2,Democrat,I primarily work in person
NAB2gB,25-34 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,No affiliation,I do a mix of both
vNx8vQ,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
LdM4yj,45-54 years old,,,,,,,,,
qbE8k9,35-44 years old,Male,,Master's degree,Hispanic/Latino,,Employed full-time,,Democrat,I do a mix of both
qbE8v9,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Democrat,I do a mix of both
dY2J8d,45-54 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
jB98Yx,35-44 years old,Female,,Master's degree,White/Caucasian,,Employed full-time,2,No affiliation,I primarily work in person
rlr8gN,25-34 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
XeB6Ng,45-54 years old,Male,,Bachelor's degree,White/Caucasian,,Unemployed,2,,I primarily work from home
OABx97,45-54 years old,Female,,Some college or associate's degree,White/Caucasian,,Employed full-time,2,No affiliation,I do a mix of both
42NlEX,25-34 years old,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,Democrat,I do a mix of both
LdM4al,25-34 years old,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,Independent,I do a mix of both
ZdRbDB,18-24 years old,Male,,High school graduate,Asian/Pacific Islander,,Employed full-time,,Democrat,I primarily work from home
6dQ6Vk,25-34 years old,Male,,Master's degree,Hispanic/Latino,,Employed full-time,,Republican,I primarily work from home
8dpbVx,18-24 years old,Male,,Doctorate or professional degree,White/Caucasian,,Student,,Republican,I do a mix of both
6dQ65P,>65 years old,Prefer not to say,,Master's degree,,,,,,I primarily work from home
1r2Q6l,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
7d97MR,18-24 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
ylq8GB,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work from home
kYR8p1,35-44 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,2,Democrat,I primarily work in person
8dpbgx,18-24 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I do a mix of both
VZ1Wqg,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work from home
WApaBa,35-44 years old,Female,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
dY2J1q,35-44 years old,Male,,High school graduate,White/Caucasian,,Employed full-time,3,Republican,I primarily work in person
vNx8W0,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
5dqaOo,35-44 years old,Male,,,,,,,,I primarily work from home
QABNWp,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work in person
ZdRbQo,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
NAB2yB,55-64 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,2,Republican,I primarily work in person
oAV81e,18-24 years old,Male,,Some college or associate's degree,White/Caucasian,,Student,,Democrat,I primarily work from home
PABZYx,35-44 years old,Female,,Bachelor's degree,Black/African American,,Employed full-time,,Democrat,I do a mix of both
PABZWb,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work from home
XeB6v4,18-24 years old,Male,,Some college or associate's degree,Hispanic/Latino,,Employed part-time,,,I primarily work in person
9dJAxQ,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed part-time,,No affiliation,I primarily work from home
DVvRE5,<18 years old,Female,,High school graduate,Hispanic/Latino,,Student,,No affiliation,I do a mix of both
lNl87X,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Employed part-time,,Independent,I do a mix of both
eBxgye,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Homemaker,2,No affiliation,I primarily work from home
aBrpgq,25-34 years old,Female,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,Republican,I do a mix of both
OABxrR,25-34 years old,Male,,Doctorate or professional degree,Hispanic/Latino,,Employed full-time,1,Democrat,I do a mix of both
WApajv,35-44 years old,,,,,,,,,
1r2QxQ,25-34 years old,Male,,High school graduate,White/Caucasian,,Employed full-time,1,No affiliation,I primarily work from home
AlbM9z,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
8dpbWO,25-34 years old,Female,,Master's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation,I do a mix of both
7d97zA,18-24 years old,Female,,Bachelor's degree,White/Caucasian,,Employed part-time,,No affiliation,I do a mix of both
24x9zV,18-24 years old,Non-binary,,Bachelor's degree,Hispanic/Latino,,Student,,,I primarily work in person
VZ1W9j,25-34 years old,,,,,,,,,
rlr8YN,25-34 years old,Male,,Doctorate or professional degree,White/Caucasian,,Unemployed,,Democrat,I primarily work from home
xdN80d,25-34 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
1r2QgW,55-64 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Republican,I primarily work from home
EPbo64,25-34 years old,Prefer not to say,,,,,,,,I primarily work from home
qbE877,35-44 years old,Male,,Some college or associate's degree,Hispanic/Latino,,Employed full-time,2,Democrat,I primarily work in person
KMBrGV,35-44 years old,Female,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat,I do a mix of both
6dQ6WY,35-44 years old,Non-binary,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
EPboA4,45-54 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work in person
PABZy5,25-34 years old,Female,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,Democrat,I primarily work from home
ZdRbgz,25-34 years old,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat,I primarily work in person
EPbo6r,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
6dQ6zB,35-44 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
LdM4Ey,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,1,Republican,I primarily work from home
ylq8gg,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Unemployed,2,Democrat,I primarily work from home
42NlOY,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work from home
MAdjPM,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
8dpb5O,55-64 years old,Male,,Some college or associate's degree,White/Caucasian,,Retired,1,Democrat,I primarily work from home
