submission_id,monthly_coffee_spend,most_paid_for_coffee,most_willing_to_pay,cafe_coffee_good_value,equipment_spend,equipment_good_value,monthly_spend_band_order,estimated_monthly_spend
pLPYzB,,$6-$8,$6-$8,No,$300-$500,Yes,,
OABxEg,$80-$100,$10-$15,More than $20,No,$500-$1000,No,5,90.0
NAB2gB,$40-$60,$15-$20,$6-$8,No,$50-$100,Yes,3,50.0
vNx8vQ,$20-$40,$8-$10,$8-$10,Yes,$50-$100,Yes,2,30.0
LdM4yj,,,,,,,,
qbE8k9,$40-$60,$6-$8,$6-$8,,$300-$500,Yes,3,50.0
qbE8v9,$20-$40,$2-$4,$6-$8,No,$300-$500,Yes,2,30.0
dY2J8d,,$10-$15,More than $20,Yes,"More than $1,000",Yes,,
jB98Yx,<$20,$4-$6,$4-$6,Yes,$50-$100,Yes,1,10.0
rlr8gN,$80-$100,More than $20,More than $20,Yes,$500-$1000,Yes,5,90.0
XeB6Ng,$20-$40,$6-$8,$6-$8,No,"More than $1,000",Yes,2,30.0
OABx97,$40-$60,$8-$10,$8-$10,Yes,$500-$1000,Yes,3,50.0
42NlEX,$40-$60,$4-$6,$6-$8,Yes,$100-$300,Yes,3,50.0
LdM4al,$20-$40,$6-$8,$10-$15,No,$100-$300,Yes,2,30.0
ZdRbDB,$20-$40,$2-$4,$6-$8,No,"More than $1,000",Yes,2,30.0
6dQ6Vk,$40-$60,$4-$6,$6-$8,No,$100-$300,Yes,3,50.0
8dpbVx,$20-$40,$6-$8,$6-$8,No,$500-$1000,Yes,2,30.0
6dQ65P,,$4-$6,$4-$6,Yes,$300-$500,Yes,,
1r2Q6l,<$20,$4-$6,$6-$8,Yes,$100-$300,Yes,1,10.0
7d97MR,$20-$40,$6-$8,$6-$8,No,$100-$300,Yes,2,30.0
ylq8GB,<$20,$10-$15,$10-$15,Yes,$500-$1000,Yes,1,10.0
kYR8p1,$60-$80,$10-$15,$15-$20,No,"More than $1,000",Yes,4,70.0
8dpbgx,$40-$60,$4-$6,$4-$6,Yes,$500-$1000,Yes,3,50.0
VZ1Wqg,$20-$40,$6-$8,$8-$10,Yes,$100-$300,Yes,2,30.0
WApaBa,$40-$60,$8-$10,More than $20,Yes,$50-$100,Yes,3,50.0
dY2J1q,$20-$40,$6-$8,$8-$10,No,$500-$1000,Yes,2,30.0
vNx8W0,$40-$60,$10-$15,More than $20,No,$50-$100,Yes,3,50.0
5dqaOo,$60-$80,$6-$8,$4-$6,Yes,$500-$1000,Yes,4,70.0
QABNWp,<$20,$6-$8,$6-$8,No,$50-$100,Yes,1,10.0
ZdRbQo,$40-$60,$6-$8,$8-$10,Yes,$300-$500,Yes,3,50.0
NAB2yB,>$100,$15-$20,More than $20,Yes,$300-$500,Yes,6,110.0
oAV81e,$40-$60,$6-$8,More than $20,Yes,"More than $1,000",Yes,3,50.0
PABZYx,$20-$40,$8-$10,$15-$20,Yes,$300-$500,Yes,2,30.0
PABZWb,$20-$40,$4-$6,$6-$8,No,$100-$300,Yes,2,30.0
XeB6v4,$20-$40,$4-$6,$8-$10,Yes,$100-$300,Yes,2,30.0
9dJAxQ,$40-$60,$6-$8,$15-$20,No,$300-$500,Yes,3,50.0
DVvRE5,$40-$60,$4-$6,$8-$10,Yes,$100-$300,Yes,3,50.0
lNl87X,$20-$40,$8-$10,$10-$15,No,$300-$500,Yes,2,30.0
eBxgye,$20-$40,$4-$6,$6-$8,No,Less than $20,Yes,2,30.0
aBrpgq,$20-$40,$10-$15,$15-$20,No,$100-$300,Yes,2,30.0
OABxrR,$40-$60,$4-$6,$4-$6,No,$100-$300,Yes,3,50.0
WApajv,,,,,,,,
1r2QxQ,$40-$60,$6-$8,$8-$10,Yes,$100-$300,Yes,3,50.0
AlbM9z,$40-$60,$8-$10,$8-$10,No,$100-$300,No,3,50.0
8dpbWO,$40-$60,More than $20,More than $20,No,Less than $20,Yes,3,50.0
7d97zA,$20-$40,$8-$10,$15-$20,No,$300-$500,Yes,2,30.0
24x9zV,<$20,$6-$8,$4-$6,No,$20-$50,Yes,1,10.0
VZ1W9j,,,,,,,,
rlr8YN,$40-$60,$8-$10,$10-$15,Yes,$300-$500,Yes,3,50.0
xdN80d,$40-$60,$6-$8,$10-$15,Yes,"More than $1,000",Yes,3,50.0
1r2QgW,$20-$40,$4-$6,$4-$6,No,"More than $1,000",Yes,2,30.0
EPbo64,$60-$80,$8-$10,$6-$8,No,"More than $1,000",Yes,4,70.0
qbE877,$40-$60,$10-$15,$8-$10,No,$300-$500,Yes,3,50.0
KMBrGV,$40-$60,$8-$10,$6-$8,No,"More than $1,000",No,3,50.0
6dQ6WY,>$100,$10-$15,More than $20,Yes,$100-$300,Yes,6,110.0
EPboA4,<$20,$4-$6,$6-$8,No,$300-$500,Yes,1,10.0
PABZy5,$20-$40,$8-$10,$10-$15,,,,2,30.0
ZdRbgz,$20-$40,$8-$10,$10-$15,No,"More than $1,000",Yes,2,30.0
EPbo6r,$40-$60,$8-$10,$8-$10,Yes,$50-$100,Yes,3,50.0
6dQ6zB,$40-$60,$4-$6,$4-$6,No,$500-$1000,Yes,3,50.0
LdM4Ey,$40-$60,$4-$6,$6-$8,No,$100-$300,Yes,3,50.0
ylq8gg,$20-$40,$4-$6,$4-$6,No,$500-$1000,Yes,2,30.0
42NlOY,$20-$40,$8-$10,$10-$15,Yes,$500-$1000,No,2,30.0
MAdjPM,$60-$80,$15-$20,More than $20,Yes,"More than $1,000",Yes,4,70.0
8dpb5O,$60-$80,$6-$8,$15-$20,No,"More than $1,000",Yes,4,70.0
1r2QRl,<$20,$6-$8,$6-$8,No,$100-$300,Yes,1,10.0
jB985Q,>$100,$6-$8,$6-$8,Yes,"More than $1,000",Yes,6,110.0
J2kEBo,<$20,$4-$6,$4-$6,No,$20-$50,No,1,10.0
eBxgvk,$60-$80,$4-$6,$4-$6,Yes,$100-$300,Yes,4,70.0
7d97jZ,$20-$40,$10-$15,More than $20,Yes,$500-$1000,Yes,2,30.0
dY2JzK,$40-$60,More than $20,More than $20,Yes,$300-$500,Yes,3,50.0
PABZe5,$40-$60,$8-$10,More than $20,No,$500-$1000,Yes,3,50.0
J2kEGo,$20-$40,$6-$8,$6-$8,Yes,$300-$500,Yes,2,30.0
ylq8zx,$40-$60,$8-$10,$8-$10,Yes,"More than $1,000",Yes,3,50.0
WApapR,,,,,,,,
xdN8z5,$20-$40,$15-$20,$15-$20,Yes,"More than $1,000",Yes,2,30.0
NAB2dj,$20-$40,$10-$15,$10-$15,Yes,$500-$1000,Yes,2,30.0
ylq81x,$20-$40,$8-$10,$10-$15,No,$300-$500,Yes,2,30.0
vNx8zD,$40-$60,$8-$10,More than $20,No,$300-$500,Yes,3,50.0
oAV8zP,$20-$40,$10-$15,More than $20,Yes,$100-$300,Yes,2,30.0
QABNkG,$20-$40,$4-$6,$4-$6,No,$300-$500,Yes,2,30.0
8dpbDA,,,,,,,,
YZz760,,,,,,,,
PABZqd,$80-$100,$10-$15,More than $20,Yes,$500-$1000,Yes,5,90.0
oAV8LX,$80-$100,$6-$8,$8-$10,Yes,$100-$300,Yes,5,90.0
XeB6Pd,<$20,$6-$8,$4-$6,Yes,$100-$300,Yes,1,10.0
AlbMRB,$60-$80,$15-$20,More than $20,Yes,"More than $1,000",Yes,4,70.0
jB98XR,$20-$40,$6-$8,$6-$8,No,$300-$500,Yes,2,30.0
NAB2Zb,<$20,$8-$10,$8-$10,No,Less than $20,No,1,10.0
aBrpMy,$20-$40,$10-$15,$10-$15,Yes,$50-$100,Yes,2,30.0
OABxKK,$20-$40,$8-$10,$10-$15,Yes,$100-$300,Yes,2,30.0
pLPYlP,,,,,,,,
EPbooq,<$20,$8-$10,$10-$15,Yes,Less than $20,No,1,10.0
XeB6je,,,,,,,,
PABZq0,$60-$80,$8-$10,$10-$15,No,"More than $1,000",No,4,70.0
GrBOE2,>$100,$8-$10,$10-$15,Yes,"More than $1,000",Yes,6,110.0
pLPYYZ,$20-$40,$6-$8,More than $20,Yes,$500-$1000,Yes,2,30.0
GrBOVj,>$100,$6-$8,$10-$15,Yes,"More than $1,000",Yes,6,110.0
DVvROb,,,,,,,,
rlr8Z5,$60-$80,$10-$15,$4-$6,Yes,$300-$500,Yes,4,70.0
KMBr2M,$20-$40,$10-$15,More than $20,No,$100-$300,Yes,2,30.0
kYR8BJ,$40-$60,$10-$15,More than $20,Yes,$20-$50,No,3,50.0
aBrpJ9,<$20,$10-$15,$10-$15,Yes,$500-$1000,Yes,1,10.0
bl41a0,$60-$80,$8-$10,$10-$15,Yes,$500-$1000,Yes,4,70.0
RzBqyp,$20-$40,More than $20,More than $20,No,$500-$1000,Yes,2,30.0
1r2Q0M,$40-$60,$10-$15,$6-$8,Yes,$500-$1000,Yes,3,50.0
GrBOO2,$20-$40,$10-$15,$10-$15,Yes,"More than $1,000",Yes,2,30.0
jB98V6,$20-$40,$6-$8,,Yes,$100-$300,Yes,2,30.0
QABNpg,$40-$60,$10-$15,$15-$20,Yes,$500-$1000,Yes,3,50.0
DVvR6j,$40-$60,$15-$20,$15-$20,No,"More than $1,000",Yes,3,50.0
xdN8q9,$20-$40,$4-$6,$8-$10,No,$50-$100,Yes,2,30.0
xdN8W9,$20-$40,$15-$20,$8-$10,No,$300-$500,Yes,2,30.0
9dJAzX,,,,,,,,
rlr8ep,$20-$40,$4-$6,$6-$8,Yes,"More than $1,000",Yes,2,30.0
WApa4L,$40-$60,$8-$10,$6-$8,Yes,"More than $1,000",Yes,3,50.0
lNl8pV,<$20,$6-$8,$4-$6,No,$20-$50,Yes,1,10.0
9dJAbX,$60-$80,$10-$15,More than $20,No,$300-$500,Yes,4,70.0
zKQ8A1,<$20,$4-$6,$4-$6,Yes,$50-$100,No,1,10.0
QABNP1,<$20,$8-$10,$8-$10,No,"More than $1,000",Yes,1,10.0
pLPYEE,<$20,$6-$8,$8-$10,No,$20-$50,Yes,1,10.0
GrBOMQ,$20-$40,$6-$8,$6-$8,Yes,$100-$300,Yes,2,30.0
RzBqpQ,$40-$60,$6-$8,$8-$10,No,"More than $1,000",Yes,3,50.0
24x9MM,<$20,$8-$10,More than $20,No,$100-$300,Yes,1,10.0
7d9rX0,<$20,$6-$8,$4-$6,No,$100-$300,Yes,1,10.0
YZz72z,<$20,$6-$8,$6-$8,Yes,$50-$100,Yes,1,10.0
42Nl0b,$20-$40,$6-$8,$10-$15,Yes,$500-$1000,Yes,2,30.0
lNl8JX,>$100,$10-$15,$6-$8,No,"More than $1,000",Yes,6,110.0
xdN8kd,<$20,$8-$10,$15-$20,No,$20-$50,Yes,1,10.0
VZ1WWE,$20-$40,$8-$10,$8-$10,No,$50-$100,Yes,2,30.0
bl4QV6,<$20,$8-$10,$8-$10,Yes,$50-$100,Yes,1,10.0
LdM4xG,$80-$100,$15-$20,$4-$6,No,$500-$1000,Yes,5,90.0
VZ1OLj,$60-$80,$6-$8,More than $20,Yes,"More than $1,000",Yes,4,70.0
KMBrrk,$40-$60,$6-$8,$6-$8,Yes,$300-$500,Yes,3,50.0
5dqaWQ,$60-$80,$8-$10,$10-$15,No,$100-$300,Yes,4,70.0
NAB22W,>$100,$15-$20,$15-$20,Yes,"More than $1,000",Yes,6,110.0
eBxWZx,>$100,More than $20,More than $20,No,"More than $1,000",Yes,6,110.0
OABxOM,$40-$60,$6-$8,$8-$10,No,$300-$500,Yes,3,50.0
lNl825,$40-$60,$8-$10,$4-$6,Yes,$500-$1000,Yes,3,50.0
EPboy2,$40-$60,More than $20,$15-$20,Yes,"More than $1,000",Yes,3,50.0
LdM48z,$40-$60,$8-$10,$10-$15,No,$50-$100,Yes,3,50.0
KMBKYX,$40-$60,$6-$8,$6-$8,Yes,$300-$500,Yes,3,50.0
NAB21W,<$20,$8-$10,$8-$10,Yes,$100-$300,Yes,1,10.0
42NlMo,$20-$40,$8-$10,$10-$15,Yes,$100-$300,Yes,2,30.0
BGbJv4,$20-$40,$10-$15,$10-$15,Yes,$100-$300,Yes,2,30.0
rlr8No,$20-$40,$10-$15,$10-$15,No,$300-$500,Yes,2,30.0
24xGEe,$20-$40,$10-$15,$10-$15,No,$500-$1000,Yes,2,30.0
lNlkBN,$20-$40,$4-$6,$2-$4,No,$20-$50,No,2,30.0
eBxWae,$20-$40,$6-$8,$6-$8,No,$100-$300,Yes,2,30.0
WApavR,$40-$60,$6-$8,$10-$15,Yes,$500-$1000,Yes,3,50.0
1r2o9p,$20-$40,$6-$8,$8-$10,Yes,$500-$1000,Yes,2,30.0
OABM7R,$20-$40,$10-$15,More than $20,Yes,$300-$500,Yes,2,30.0
aBrqOX,$20-$40,$15-$20,More than $20,Yes,$500-$1000,Yes,2,30.0
qbE1GG,$40-$60,$8-$10,$8-$10,Yes,$300-$500,Yes,3,50.0
8dp4aP,$40-$60,$6-$8,$8-$10,Yes,$500-$1000,Yes,3,50.0
0EjR7j,<$20,$6-$8,More than $20,No,$500-$1000,Yes,1,10.0
YZz7EN,$20-$40,$8-$10,$6-$8,Yes,$100-$300,Yes,2,30.0
OABxRk,$40-$60,$4-$6,$4-$6,Yes,Less than $20,Yes,3,50.0
AlbMgN,$20-$40,$2-$4,$2-$4,No,$50-$100,Yes,2,30.0
lNlk6k,,,,,,,,
OABxWM,$40-$60,$10-$15,$15-$20,Yes,$50-$100,Yes,3,50.0
xdN5Yy,$20-$40,$10-$15,$8-$10,Yes,$300-$500,Yes,2,30.0
AlbMYB,$40-$60,$4-$6,$4-$6,No,$500-$1000,Yes,3,50.0
ylq5Jg,$20-$40,$8-$10,$10-$15,Yes,$500-$1000,Yes,2,30.0
VZ1WRj,$60-$80,$6-$8,$6-$8,No,$300-$500,Yes,4,70.0
jB9Ala,$60-$80,$10-$15,More than $20,Yes,$300-$500,Yes,4,70.0
YZzl4B,$40-$60,,,No,,,3,50.0
J2kvz4,$20-$40,$6-$8,$6-$8,Yes,$20-$50,Yes,2,30.0
oAV8W5,$60-$80,More than $20,More than $20,Yes,"More than $1,000",Yes,4,70.0
oAVLGe,$80-$100,$6-$8,$6-$8,Yes,$500-$1000,Yes,5,90.0
KMBKlA,$20-$40,$4-$6,$6-$8,Yes,$500-$1000,No,2,30.0
6dQEDY,$20-$40,$8-$10,$10-$15,No,$50-$100,Yes,2,30.0
1r2o7Q,$40-$60,$6-$8,$8-$10,Yes,$300-$500,Yes,3,50.0
1r2oVQ,$40-$60,$15-$20,More than $20,Yes,$300-$500,Yes,3,50.0
0EjR8y,$20-$40,$4-$6,$2-$4,Yes,"More than $1,000",Yes,2,30.0
LdMLzp,>$100,$15-$20,More than $20,Yes,"More than $1,000",Yes,6,110.0
LdML7p,$40-$60,$10-$15,$15-$20,Yes,$300-$500,Yes,3,50.0
jB9Ab4,$20-$40,$4-$6,$4-$6,Yes,$500-$1000,Yes,2,30.0
aBrq4B,$20-$40,$8-$10,More than $20,No,$500-$1000,Yes,2,30.0
DVv6Nq,$40-$60,More than $20,More than $20,No,"More than $1,000",Yes,3,50.0
DVv6pR,$20-$40,$10-$15,$10-$15,No,"More than $1,000",No,2,30.0
rlrMON,$20-$40,$8-$10,$4-$6,Yes,$50-$100,No,2,30.0
g5N6Ml,$20-$40,$8-$10,$8-$10,No,$100-$300,Yes,2,30.0
NAB1oB,$60-$80,More than $20,More than $20,Yes,"More than $1,000",Yes,4,70.0
VZ1Ojy,<$20,$8-$10,$8-$10,Yes,$20-$50,Yes,1,10.0
dY2exq,$20-$40,$6-$8,$8-$10,No,$300-$500,Yes,2,30.0
RzByo9,$40-$60,$10-$15,More than $20,No,"More than $1,000",Yes,3,50.0
rlrMoN,,,,,,,,
XeBP4g,<$20,$10-$15,$10-$15,Yes,$300-$500,No,1,10.0
DVv6qN,,,,,,,,
vNx5P0,$40-$60,$6-$8,$6-$8,Yes,$300-$500,Yes,3,50.0
6dQEZk,$80-$100,$8-$10,$8-$10,Yes,$500-$1000,Yes,5,90.0
qbE1d7,,,,,,,,
bl4QeL,$20-$40,More than $20,More than $20,No,"More than $1,000",Yes,2,30.0
PABJ55,$20-$40,$6-$8,$6-$8,Yes,$300-$500,Yes,2,30.0
aBrq9b,$40-$60,$6-$8,,Yes,$20-$50,Yes,3,50.0
LdMLPv,$20-$40,$8-$10,$8-$10,No,$20-$50,Yes,2,30.0
qbE1VY,$20-$40,$6-$8,$4-$6,Yes,$100-$300,Yes,2,30.0
oAVLEx,$20-$40,More than $20,More than $20,Yes,$500-$1000,Yes,2,30.0
PABJ1V,$40-$60,$8-$10,$8-$10,Yes,"More than $1,000",Yes,3,50.0
0EjR6N,$60-$80,$8-$10,$10-$15,No,$300-$500,Yes,4,70.0
BGbW75,$20-$40,$4-$6,$4-$6,No,"More than $1,000",Yes,2,30.0
8dp4L5,$40-$60,$10-$15,More than $20,Yes,"More than $1,000",No,3,50.0
GrBARZ,$20-$40,$8-$10,$8-$10,No,$100-$300,Yes,2,30.0
rlrMBR,$40-$60,$10-$15,$15-$20,Yes,"More than $1,000",Yes,3,50.0
J2kEvY,,,,,,,,
GrBAve,$40-$60,$6-$8,$4-$6,No,$100-$300,Yes,3,50.0
g5N6qO,$20-$40,$6-$8,$6-$8,Yes,Less than $20,Yes,2,30.0
J2kvOo,$40-$60,$10-$15,$10-$15,Yes,$500-$1000,Yes,3,50.0
GrBAlp,$60-$80,$15-$20,$6-$8,Yes,$300-$500,Yes,4,70.0
7d9r2P,$60-$80,$4-$6,$4-$6,No,$500-$1000,Yes,4,70.0
1r2odl,$20-$40,$6-$8,$8-$10,No,$50-$100,Yes,2,30.0
J2kvdR,$20-$40,$8-$10,$10-$15,Yes,$100-$300,Yes,2,30.0
jB9APx,$20-$40,$6-$8,$8-$10,No,$100-$300,Yes,2,30.0
DVv6kZ,$20-$40,$6-$8,$4-$6,No,Less than $20,No,2,30.0
xdN8Ok,$20-$40,$6-$8,$8-$10,Yes,Less than $20,Yes,2,30.0
NAB1qO,$40-$60,$6-$8,$8-$10,No,"More than $1,000",Yes,3,50.0
GrBA9Z,$60-$80,$10-$15,$10-$15,Yes,$500-$1000,Yes,4,70.0
bl4Qdg,$20-$40,$10-$15,$10-$15,No,$500-$1000,Yes,2,30.0
5dqPZo,$40-$60,$10-$15,$10-$15,Yes,$50-$100,Yes,3,50.0
J2kEyz,$40-$60,$4-$6,$6-$8,Yes,"More than $1,000",Yes,3,50.0
jB98j9,$40-$60,$8-$10,$6-$8,Yes,"More than $1,000",Yes,3,50.0
DVv67R,$40-$60,$10-$15,More than $20,Yes,"More than $1,000",Yes,3,50.0
QABlV8,<$20,$6-$8,$8-$10,No,$100-$300,Yes,1,10.0
LdMLpj,$20-$40,$6-$8,$6-$8,No,"More than $1,000",Yes,2,30.0
42NVrX,$40-$60,$6-$8,$8-$10,No,"More than $1,000",Yes,3,50.0
VZ1OpM,$20-$40,$4-$6,$6-$8,Yes,$50-$100,Yes,2,30.0
42NlWr,$40-$60,$10-$15,$6-$8,Yes,$20-$50,Yes,3,50.0
KMBKV8,$40-$60,$4-$6,$4-$6,No,$100-$300,Yes,3,50.0
aBrq6q,$20-$40,$6-$8,$8-$10,Yes,$300-$500,Yes,2,30.0
oAVLeP,,,,,,,,
YZzlPW,$20-$40,$8-$10,$8-$10,Yes,$100-$300,Yes,2,30.0
zKQ5jM,$40-$60,$6-$8,$8-$10,Yes,"More than $1,000",Yes,3,50.0
XeBPJY,$60-$80,$10-$15,More than $20,Yes,$300-$500,Yes,4,70.0
kYRB61,$80-$100,$10-$15,More than $20,Yes,"More than $1,000",Yes,5,90.0
zKQ5y0,$40-$60,$8-$10,$10-$15,Yes,$500-$1000,Yes,3,50.0
RzBy5d,$80-$100,$8-$10,$6-$8,Yes,$500-$1000,Yes,5,90.0
ZdRrNy,$20-$40,$4-$6,$4-$6,Yes,$500-$1000,Yes,2,30.0
6dQE7B,$60-$80,$10-$15,$10-$15,No,"More than $1,000",Yes,4,70.0
0EjRey,$20-$40,$4-$6,$6-$8,No,$50-$100,Yes,2,30.0
QABlDp,$20-$40,$4-$6,$6-$8,Yes,Less than $20,No,2,30.0
24xGB9,$40-$60,$8-$10,$8-$10,Yes,$500-$1000,Yes,3,50.0
EPb7QX,$20-$40,$8-$10,$15-$20,Yes,"More than $1,000",Yes,2,30.0
qbE1AY,$60-$80,$4-$6,$6-$8,Yes,$300-$500,Yes,4,70.0
RzByD9,$20-$40,$4-$6,$4-$6,Yes,$20-$50,No,2,30.0
42NVQY,$20-$40,$10-$15,$10-$15,Yes,"More than $1,000",Yes,2,30.0
EPb7XX,$20-$40,$6-$8,$10-$15,Yes,$100-$300,Yes,2,30.0
Albe2z,$40-$60,$8-$10,$15-$20,No,"More than $1,000",Yes,3,50.0
PABJ9V,$40-$60,$8-$10,$15-$20,Yes,$100-$300,Yes,3,50.0
rlrM5R,$40-$60,$10-$15,More than $20,Yes,$300-$500,Yes,3,50.0
kYR8Pj,$40-$60,More than $20,More than $20,Yes,"More than $1,000",Yes,3,50.0
J2kvqK,$20-$40,$6-$8,$6-$8,No,$20-$50,Yes,2,30.0
J2kv1K,$20-$40,$6-$8,$8-$10,Yes,$100-$300,Yes,2,30.0
PABJpB,$20-$40,$6-$8,$6-$8,No,$300-$500,Yes,2,30.0
EPb7l4,$40-$60,$10-$15,More than $20,Yes,$100-$300,Yes,3,50.0
XeBP0j,$80-$100,$10-$15,$10-$15,Yes,"More than $1,000",Yes,5,90.0
vNx5Yv,$60-$80,$4-$6,$4-$6,No,"More than $1,000",Yes,4,70.0
NAB1WB,$40-$60,$6-$8,$6-$8,Yes,$300-$500,Yes,3,50.0
42NV8k,$60-$80,$8-$10,More than $20,Yes,"More than $1,000",Yes,4,70.0
VZ1OQg,$60-$80,$8-$10,More than $20,Yes,$100-$300,Yes,4,70.0
LdMLWj,$40-$60,$10-$15,More than $20,No,$500-$1000,Yes,3,50.0
LdMLKv,<$20,$6-$8,$8-$10,,$50-$100,Yes,1,10.0
zKQ5Ya,$40-$60,$8-$10,$4-$6,No,$100-$300,Yes,3,50.0
pLPpoJ,$40-$60,$6-$8,$6-$8,No,$300-$500,Yes,3,50.0
lNlkqv,$40-$60,$4-$6,$8-$10,No,"More than $1,000",Yes,3,50.0
GrBO2O,$20-$40,$6-$8,$10-$15,Yes,$100-$300,Yes,2,30.0
KMBK1A,<$20,$2-$4,$2-$4,Yes,$20-$50,Yes,1,10.0
dY2e9o,$20-$40,$6-$8,$6-$8,Yes,$300-$500,Yes,2,30.0
9dJjQp,$60-$80,$8-$10,$15-$20,No,$500-$1000,Yes,4,70.0
QABl58,$40-$60,$8-$10,More than $20,Yes,$500-$1000,Yes,3,50.0
BGbWk5,$20-$40,$8-$10,More than $20,Yes,"More than $1,000",Yes,2,30.0
24xGPj,$40-$60,$10-$15,More than $20,No,$20-$50,Yes,3,50.0
0EjRdB,$40-$60,$15-$20,$8-$10,Yes,,Yes,3,50.0
RzByPd,$80-$100,$10-$15,More than $20,No,"More than $1,000",Yes,5,90.0
RzBq9P,$40-$60,$4-$6,$4-$6,Yes,$50-$100,Yes,3,50.0
PABJ65,$20-$40,$6-$8,$8-$10,No,$100-$300,Yes,2,30.0
oAVLRP,$20-$40,$8-$10,$8-$10,Yes,$100-$300,Yes,2,30.0
24xGPL,$20-$40,$6-$8,$8-$10,Yes,$300-$500,No,2,30.0
rlr84L,<$20,$8-$10,$10-$15,Yes,$100-$300,Yes,1,10.0
VZ1O0v,$40-$60,$8-$10,$15-$20,Yes,"More than $1,000",Yes,3,50.0
8dp4xO,$20-$40,$8-$10,$10-$15,No,$100-$300,,2,30.0
bl4QWL,$40-$60,$6-$8,More than $20,No,"More than $1,000",Yes,3,50.0
qbE1a9,$20-$40,$6-$8,$8-$10,No,$100-$300,Yes,2,30.0
VZ1O5J,$80-$100,$10-$15,$10-$15,No,$500-$1000,Yes,5,90.0
rlrMPl,$20-$40,$6-$8,$8-$10,Yes,$300-$500,Yes,2,30.0
EPb7XN,$20-$40,$8-$10,$4-$6,No,$50-$100,Yes,2,30.0
dY2e0o,$20-$40,$6-$8,$10-$15,Yes,$50-$100,Yes,2,30.0
lNlkyB,<$20,$8-$10,$8-$10,Yes,$50-$100,Yes,1,10.0
BGbJo7,>$100,$15-$20,$15-$20,Yes,"More than $1,000",Yes,6,110.0
xdN5ay,>$100,$15-$20,More than $20,Yes,"More than $1,000",Yes,6,110.0
GrBAdp,<$20,$10-$15,$10-$15,No,Less than $20,Yes,1,10.0
BGbWxQ,$20-$40,$6-$8,$8-$10,No,$100-$300,Yes,2,30.0
MAdpzp,>$100,$10-$15,$10-$15,Yes,"More than $1,000",Yes,6,110.0
RzBy0J,$40-$60,$6-$8,$4-$6,Yes,$300-$500,Yes,3,50.0
PABJ1e,$20-$40,$6-$8,$6-$8,No,$50-$100,Yes,2,30.0
XeBPWj,$20-$40,$10-$15,$15-$20,Yes,$300-$500,Yes,2,30.0
g5N6Gl,$60-$80,$6-$8,More than $20,Yes,$300-$500,Yes,4,70.0
jB9AZJ,$40-$60,$10-$15,$10-$15,No,Less than $20,Yes,3,50.0
g5N6e4,$40-$60,$6-$8,$8-$10,No,$100-$300,Yes,3,50.0
0Ejq9Q,$80-$100,$4-$6,$4-$6,Yes,$300-$500,Yes,5,90.0
xdN8EG,$40-$60,$6-$8,$8-$10,Yes,$20-$50,Yes,3,50.0
zKQ5Da,$40-$60,$6-$8,$10-$15,No,$100-$300,Yes,3,50.0
xdN5Xv,$80-$100,$15-$20,More than $20,Yes,$500-$1000,No,5,90.0
24xGAj,>$100,More than $20,$6-$8,Yes,"More than $1,000",Yes,6,110.0
lNl8j5,$20-$40,$6-$8,$6-$8,No,$100-$300,Yes,2,30.0
YZz7Nv,$20-$40,$8-$10,$10-$15,Yes,$100-$300,Yes,2,30.0
VZ1OEj,$80-$100,$8-$10,$8-$10,No,"More than $1,000",Yes,5,90.0
oAVLAV,,,,,,,,
vNx52A,,,,,,,,
bl4Qlo,$80-$100,$15-$20,$15-$20,No,"More than $1,000",Yes,5,90.0
PABJ0Q,,,,,,,,
42NVkO,$20-$40,$6-$8,$6-$8,No,$100-$300,Yes,2,30.0
9dJjdY,$60-$80,$10-$15,More than $20,Yes,$500-$1000,Yes,4,70.0
WApV0J,<$20,$4-$6,$4-$6,Yes,Less than $20,Yes,1,10.0
1r2oEM,<$20,$6-$8,$6-$8,No,$50-$100,Yes,1,10.0
jB9AME,$80-$100,$15-$20,$10-$15,Yes,$500-$1000,Yes,5,90.0
GrBAro,$40-$60,$4-$6,$4-$6,No,"More than $1,000",Yes,3,50.0
KMBK67,$20-$40,$6-$8,$6-$8,Yes,$300-$500,Yes,2,30.0
xdN5QG,$60-$80,$6-$8,$8-$10,No,$100-$300,Yes,4,70.0
XeBPe4,$20-$40,$10-$15,$10-$15,Yes,"More than $1,000",Yes,2,30.0
8dp4kx,$20-$40,$4-$6,$8-$10,No,$300-$500,Yes,2,30.0
EPb71N,$20-$40,$10-$15,$15-$20,Yes,$100-$300,Yes,2,30.0
qbE1Wd,,,,,,,,
eBxWBO,$20-$40,$6-$8,$8-$10,No,$300-$500,Yes,2,30.0
6dQExe,$40-$60,$15-$20,More than $20,Yes,$100-$300,Yes,3,50.0
24xGrp,$60-$80,$15-$20,More than $20,Yes,$500-$1000,Yes,4,70.0
0EjRbQ,,,,,,,,
5dqP2M,$40-$60,$6-$8,$6-$8,No,$500-$1000,Yes,3,50.0
QABlrg,$20-$40,$8-$10,More than $20,No,$300-$500,Yes,2,30.0
xdN5Qo,$20-$40,$4-$6,$8-$10,No,$300-$500,Yes,2,30.0
MAdpJg,,,,,,,,
vNx5AQ,<$20,Less than $2,$6-$8,Yes,Less than $20,Yes,1,10.0
YZzldq,$20-$40,$6-$8,$6-$8,Yes,$50-$100,Yes,2,30.0
RzByYp,,,,,,,,
