submission_id,age,gender,education_level,employment_status,number_children,work_from_home,cups_per_day,where_drink,brew_methods,purchase_locations,favorite_drink,preferred_style,preferred_strength,preferred_roast_level,caffeine_preference,expertise,likes_coffee_taste,knows_coffee_source,expertise_segment,expertise_segment_order,monthly_coffee_spend,monthly_spend_band_order,estimated_monthly_spend,most_paid_for_coffee,most_willing_to_pay,cafe_coffee_good_value,equipment_spend,equipment_good_value,is_premium_customer,preferred_abc,preferred_a_or_d,preferred_overall
KMB4kk,25-34 years old,Female,Doctorate or professional degree,Employed full-time,,I do a mix of both,1,"At the office, At home","Cold brew, Coffee extract (e.g. Cometeer), Pod/capsule machine (e.g. Keurig/Nespresso), Other",,Cappuccino,Chocolatey,Medium,Light,Full caffeine,3.0,Yes,No,Beginner,1,$60-$80,4.0,70.0,$6-$8,$10-$15,Yes,$20-$50,Yes,0,Coffee B,Coffee A,Coffee B
42N0Kd,18-24 years old,Male,Some college or associate's degree,Employed full-time,,I do a mix of both,2,"At home, At the office, At a cafe","French press, Pod/capsule machine (e.g. Keurig/Nespresso)",,Latte,Full Bodied,Somewhat strong,Medium,Full caffeine,7.0,Yes,Yes,Advanced,3,$60-$80,4.0,70.0,$10-$15,$10-$15,No,$300-$500,Yes,1,Coffee B,Coffee A,Coffee B
0Ej0VZ,25-34 years old,Female,Some college or associate's degree,Employed part-time,,I primarily work in person,1,At home,"French press, Cold brew",,Latte,Sweet,Medium,Medium,Full caffeine,6.0,Yes,No,Intermediate,2,<$20,1.0,10.0,$6-$8,$8-$10,Yes,$20-$50,Yes,0,Coffee A,Coffee A,Coffee A
rlrQQo,35-44 years old,Female,Master's degree,Employed full-time,,I primarily work from home,1,"At home, On the go, At a cafe",Instant coffee,"Specialty coffee shop, Local cafe",Latte,Nutty,Somewhat strong,Dark,Half caff,7.0,Yes,No,Advanced,3,$20-$40,2.0,30.0,$8-$10,$6-$8,Yes,Less than $20,Yes,0,Coffee C,Coffee A,Coffee C
vNx84X,35-44 years old,Male,Doctorate or professional degree,Employed full-time,3,I primarily work in person,2,At home,Espresso,,Espresso,Fruity,Very strong,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$10-$15,$15-$20,No,"More than $1,000",No,0,Coffee A,Coffee A,Coffee A
OABxLk,25-34 years old,Male,Master's degree,Student,,I primarily work in person,1,"At a cafe, At home","Pour over, Espresso",,Iced coffee,Fruity,Medium,Light,Full caffeine,8.0,Yes,Yes,Advanced,3,$60-$80,4.0,70.0,$15-$20,More than $20,Yes,"More than $1,000",Yes,1,Coffee A,Coffee A,Coffee A
MAd2V0,25-34 years old,Male,Bachelor's degree,Employed full-time,,I do a mix of both,1,At home,Coffee brewing machine (e.g. Mr. Coffee),,Regular drip coffee,Bold,Somewhat strong,Dark,Full caffeine,4.0,Yes,No,Intermediate,2,<$20,1.0,10.0,$6-$8,$8-$10,No,Less than $20,Yes,0,Coffee B,Coffee A,Coffee B
8dpbGk,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,2,"At home, At a cafe","Pour over, Espresso, French press",,Espresso,Floral,Medium,Nordic,Full caffeine,8.0,Yes,Yes,Advanced,3,$80-$100,5.0,90.0,$15-$20,$15-$20,Yes,"More than $1,000",Yes,1,Coffee A,Coffee A,Coffee A
zKQ8ja,25-34 years old,Male,Bachelor's degree,Employed full-time,,I do a mix of both,1,"At the office, At home",Espresso,,Latte,Chocolatey,Somewhat strong,Medium,Full caffeine,7.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$6-$8,$6-$8,No,"More than $1,000",Yes,0,Coffee A,Coffee A,Coffee A
YZzBLJ,35-44 years old,Female,Bachelor's degree,Employed full-time,,I primarily work from home,1,At home,Cold brew,,Cold brew,Caramalized,Somewhat strong,Medium,Full caffeine,5.0,No,No,Intermediate,2,$60-$80,4.0,70.0,$8-$10,$8-$10,Yes,$50-$100,Yes,0,Coffee C,Coffee A,Coffee C
QABNdl,25-34 years old,Male,Master's degree,Employed full-time,,I primarily work from home,3,At home,"Pour over, French press, Espresso",,Cortado,Chocolatey,Medium,Medium,Full caffeine,5.0,Yes,Yes,Intermediate,2,$40-$60,3.0,50.0,$6-$8,$10-$15,No,$500-$1000,Yes,0,Coffee B,Coffee A,Coffee B
8dpbko,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,2,At home,Espresso,,Espresso,Fruity,Very strong,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,>$100,6.0,110.0,$10-$15,More than $20,Yes,"More than $1,000",Yes,1,Coffee B,Coffee A,Coffee B
XeB6Ee,25-34 years old,Male,Doctorate or professional degree,Employed full-time,1,I primarily work in person,4,"At home, At the office",Bean-to-cup machine,,Americano,Sweet,Very strong,Light,Full caffeine,6.0,Yes,Yes,Intermediate,2,$80-$100,5.0,90.0,$15-$20,$15-$20,Yes,"More than $1,000",Yes,0,Coffee A,Coffee A,Coffee A
KMBroK,25-34 years old,Female,Master's degree,Employed full-time,,I do a mix of both,Less than 1,"At home, On the go",Pour over,"National chain (e.g. Starbucks, Dunkin)",Latte,Caramalized,Weak,Medium,Decaf,1.0,No,No,Beginner,1,<$20,1.0,10.0,$6-$8,$6-$8,No,Less than $20,Yes,0,Coffee B,Coffee D,Coffee B
24x9rg,35-44 years old,Male,Doctorate or professional degree,Employed full-time,2,I primarily work from home,1,At home,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)",,Cortado,Fruity,Somewhat strong,Light,Half caff,6.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$4-$6,$4-$6,Yes,$300-$500,Yes,0,Coffee A,Coffee D,Coffee D
dY2JjD,25-34 years old,Male,Master's degree,Employed full-time,1,I primarily work in person,2,"At the office, At home","Pour over, Espresso",,Pourover,Fruity,Medium,Light,Full caffeine,8.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$6-$8,$8-$10,No,$300-$500,Yes,0,Coffee A,Coffee D,Coffee D
LdMjyz,18-24 years old,Male,High school graduate,Employed full-time,,I primarily work from home,1,At home,"Pour over, Coffee extract (e.g. Cometeer)",,Pourover,Fruity,Somewhat strong,Medium,Full caffeine,8.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$15-$20,More than $20,Yes,$500-$1000,Yes,0,Coffee B,Coffee D,Coffee D
9dJYM1,55-64 years old,Male,Some college or associate's degree,Employed full-time,More than 3,I primarily work from home,4,"At home, At the office, On the go, At a cafe","Espresso, French press, Pour over","Specialty coffee shop, Local cafe",Americano,Bright,Medium,French,Full caffeine,7.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$8-$10,$10-$15,Yes,$300-$500,Yes,0,Coffee C,Coffee D,Coffee D
kYR4rj,25-34 years old,Male,Bachelor's degree,Employed full-time,,I do a mix of both,2,"At home, At the office, At a cafe, On the go","Espresso, Pour over, French press",Local cafe,Americano,Full Bodied,Somewhat strong,Medium,Full caffeine,8.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$4-$6,$8-$10,Yes,$50-$100,Yes,0,Coffee C,Coffee A,Coffee C
pLPN7q,35-44 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,1,"At home, At a cafe","Pour over, Espresso, French press, Cold brew, Other",,Pourover,Juicy,Somewhat strong,Light,Full caffeine,8.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,More than $20,More than $20,,"More than $1,000",Yes,0,Coffee A,Coffee D,Coffee D
6dQ0eO,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work in person,Less than 1,"At the office, At home","Espresso, Cold brew",,Cold brew,Sweet,Somewhat strong,Medium,Full caffeine,3.0,Yes,No,Beginner,1,<$20,1.0,10.0,$10-$15,$10-$15,,"More than $1,000",Yes,0,Coffee B,Coffee A,Coffee B
42NlLd,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,2,"At home, At a cafe",Coffee brewing machine (e.g. Mr. Coffee),,Regular drip coffee,Caramalized,Medium,Medium,Full caffeine,4.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$6-$8,$6-$8,Yes,$500-$1000,Yes,0,Coffee B,Coffee A,Coffee D
LdMxaj,25-34 years old,Male,Master's degree,Employed full-time,,I primarily work from home,2,"At home, At a cafe","Pour over, Other",,Cortado,Fruity,Somewhat strong,Medium,Full caffeine,6.0,Yes,Yes,Intermediate,2,$60-$80,4.0,70.0,$8-$10,More than $20,Yes,$500-$1000,Yes,0,Coffee A,Coffee A,Coffee A
BGbJZ4,35-44 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,2,At home,"Bean-to-cup machine, Pour over",,Cortado,Fruity,Medium,Blonde,Half caff,8.0,Yes,Yes,Advanced,3,$60-$80,4.0,70.0,More than $20,More than $20,No,"More than $1,000",Yes,1,Coffee A,Coffee A,Coffee A
J2kER7,55-64 years old,Male,Master's degree,Employed full-time,,I primarily work in person,2,"At home, At the office","French press, Coffee brewing machine (e.g. Mr. Coffee), Other",,Regular drip coffee,Full Bodied,Very strong,Dark,Full caffeine,7.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$8-$10,$8-$10,Yes,$100-$300,Yes,0,Coffee B,Coffee D,Coffee B
eBxgQO,25-34 years old,Male,Bachelor's degree,Employed full-time,,I do a mix of both,Less than 1,None of these,,,Blended drink (e.g. Frappuccino),Sweet,Weak,Italian,Decaf,1.0,No,No,Beginner,1,<$20,1.0,10.0,More than $20,More than $20,No,$100-$300,Yes,0,Coffee A,Coffee D,Coffee A
J2kELz,25-34 years old,Non-binary,High school graduate,Employed part-time,,I primarily work in person,2,At home,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee), Instant coffee, Cold brew",,Mocha,Bright,Somewhat strong,Medium,Full caffeine,5.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$6-$8,$6-$8,No,$100-$300,Yes,0,Coffee B,Coffee D,Coffee B
LdMjqJ,35-44 years old,Male,Doctorate or professional degree,Employed full-time,,I primarily work in person,More than 4,On the go,,Specialty coffee shop,Iced coffee,Nutty,Somewhat strong,Light,Full caffeine,8.0,Yes,Yes,Advanced,3,>$100,6.0,110.0,More than $20,$10-$15,Yes,$500-$1000,Yes,1,Coffee B,Coffee A,Coffee A
oAVNeM,45-54 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,3,At home,Coffee brewing machine (e.g. Mr. Coffee),,Espresso,Bright,Somewhat strong,Medium,Full caffeine,6.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$10-$15,$10-$15,Yes,$50-$100,Yes,0,Coffee C,Coffee A,Coffee C
oAVZ95,35-44 years old,Male,Some college or associate's degree,Employed full-time,,I do a mix of both,2,"At home, At the office","Pour over, Espresso, Cold brew",,Pourover,Fruity,Medium,Light,Full caffeine,6.0,Yes,Yes,Intermediate,2,$40-$60,3.0,50.0,$8-$10,$4-$6,Yes,$500-$1000,Yes,0,Coffee C,Coffee D,Coffee D
eBxGvE,25-34 years old,Non-binary,Bachelor's degree,Employed full-time,,,More than 4,"At home, On the go, At a cafe, At the office","Pour over, Espresso, French press, Other","National chain (e.g. Starbucks, Dunkin), Local cafe, Specialty coffee shop",Pourover,Fruity,Somewhat strong,Light,Full caffeine,8.0,Yes,Yes,Advanced,3,$60-$80,4.0,70.0,More than $20,More than $20,No,"More than $1,000",Yes,1,Coffee A,Coffee D,Coffee D
g5NPYO,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,3,"At a cafe, At the office, On the go, At home","Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew, Pour over","Local cafe, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",Cappuccino,Chocolatey,Somewhat strong,Medium,Full caffeine,7.0,Yes,No,Advanced,3,$40-$60,3.0,50.0,$8-$10,$10-$15,Yes,$100-$300,Yes,0,Coffee A,Coffee A,Coffee A
xdNbxo,45-54 years old,Female,Some college or associate's degree,Unemployed,,I primarily work from home,2,"At home, At a cafe",Coffee brewing machine (e.g. Mr. Coffee),,Espresso,Full Bodied,Medium,Light,Full caffeine,6.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$10-$15,$10-$15,Yes,$50-$100,Yes,0,Coffee A,Coffee A,Coffee A
zKQ8ZZ,35-44 years old,Male,Doctorate or professional degree,Employed full-time,2,I do a mix of both,3,"At home, On the go, At a cafe, At the office","Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee), French press","National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Local cafe",Pourover,Fruity,Somewhat strong,Light,Full caffeine,6.0,Yes,Yes,Intermediate,2,$60-$80,4.0,70.0,$10-$15,More than $20,Yes,$300-$500,Yes,0,Coffee A,Coffee D,Coffee D
rlrQxl,25-34 years old,Prefer not to say,,,,I primarily work from home,2,"At the office, At home, At a cafe","Pour over, French press",,Regular drip coffee,Fruity,Somewhat strong,Light,Full caffeine,8.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$8-$10,$6-$8,No,$300-$500,Yes,0,Coffee A,Coffee D,Coffee D
VZ1W8N,25-34 years old,,,,,I primarily work from home,2,"At home, At a cafe","Espresso, Coffee brewing machine (e.g. Mr. Coffee), French press, Pour over",,Latte,Chocolatey,Medium,Medium,Full caffeine,8.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$6-$8,$6-$8,No,$500-$1000,Yes,0,Coffee C,Coffee D,Coffee C
WAp6PN,25-34 years old,Male,Bachelor's degree,Student,,I primarily work in person,2,"At the office, At home, At a cafe, On the go","Pour over, Coffee brewing machine (e.g. Mr. Coffee), Espresso","National chain (e.g. Starbucks, Dunkin), Local cafe, Drive-thru",Pourover,Full Bodied,Somewhat strong,Medium,Full caffeine,8.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$8-$10,$15-$20,Yes,"More than $1,000",Yes,0,Coffee B,Coffee A,Coffee B
DVvo9l,25-34 years old,Male,Bachelor's degree,Employed full-time,1,I primarily work from home,3,"On the go, At home","French press, Espresso, Cold brew","Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe",Espresso,Caramalized,Somewhat strong,Medium,Full caffeine,6.0,Yes,No,Intermediate,2,$40-$60,3.0,50.0,$6-$8,$6-$8,Yes,"More than $1,000",Yes,0,Coffee B,Coffee D,Coffee D
ylqAdB,>65 years old,Male,Bachelor's degree,Retired,More than 3,I primarily work from home,More than 4,At home,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)",,Regular drip coffee,Full Bodied,Very strong,French,Full caffeine,5.0,Yes,No,Intermediate,2,$40-$60,3.0,50.0,$4-$6,$2-$4,No,$100-$300,Yes,0,Coffee B,Coffee D,Coffee B
rlrQP2,25-34 years old,,,,,,3,"At the office, At home",Pour over,,Regular drip coffee,Bright,Somewhat strong,Light,Full caffeine,7.0,,,Advanced,3,,,,,,,,,0,Coffee A,Coffee D,Coffee D
EPbo0L,35-44 years old,Male,Master's degree,Employed full-time,,I primarily work in person,More than 4,"At the office, At home, On the go","Pour over, Cold brew, Other","National chain (e.g. Starbucks, Dunkin), Local cafe",Iced coffee,Full Bodied,Somewhat strong,Medium,Full caffeine,8.0,Yes,Yes,Advanced,3,$80-$100,5.0,90.0,More than $20,More than $20,Yes,$500-$1000,Yes,1,Coffee C,Coffee A,Coffee C
ylqAY6,25-34 years old,Male,Master's degree,Employed full-time,,I primarily work from home,1,"At home, At a cafe",French press,,Regular drip coffee,Full Bodied,Medium,Medium,Full caffeine,2.0,Yes,No,Beginner,1,$20-$40,2.0,30.0,$6-$8,$8-$10,No,$100-$300,Yes,0,Coffee B,Coffee D,Coffee D
AlbR7B,25-34 years old,Male,Master's degree,Student,,I primarily work from home,3,At home,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",,Regular drip coffee,Fruity,Somewhat strong,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$6-$8,$6-$8,Yes,$300-$500,Yes,0,Coffee A,Coffee D,Coffee D
EPbVxA,18-24 years old,Female,Bachelor's degree,Employed full-time,,I primarily work from home,Less than 1,"At a cafe, At home","Espresso, Cold brew",,Cortado,Juicy,Medium,Light,Full caffeine,6.0,Yes,Yes,Intermediate,2,$40-$60,3.0,50.0,$8-$10,$8-$10,Yes,$500-$1000,Yes,0,Coffee B,Coffee D,Coffee B
BGboo4,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,2,"At home, At a cafe","Pour over, Espresso, Cold brew",,Americano,Fruity,Medium,Light,Full caffeine,8.0,Yes,Yes,Advanced,3,$60-$80,4.0,70.0,$6-$8,$8-$10,Yes,$500-$1000,Yes,1,Coffee B,Coffee D,Coffee C
dY2GGD,25-34 years old,Female,Bachelor's degree,Employed full-time,,I primarily work from home,Less than 1,On the go,,"National chain (e.g. Starbucks, Dunkin)",Mocha,Chocolatey,Medium,Dark,Full caffeine,1.0,Yes,No,Beginner,1,<$20,1.0,10.0,$8-$10,$8-$10,Yes,Less than $20,Yes,0,Coffee C,Coffee D,Coffee C
oAV8o5,25-34 years old,Female,Doctorate or professional degree,Employed full-time,,I primarily work from home,2,At home,"Pour over, Espresso, Bean-to-cup machine",,Pourover,Chocolatey,Somewhat strong,Medium,Decaf,6.0,Yes,Yes,Intermediate,2,$40-$60,3.0,50.0,$8-$10,$8-$10,Yes,$100-$300,Yes,0,Coffee C,Coffee A,Coffee C
WApa9N,18-24 years old,Male,Some college or associate's degree,Employed full-time,,I primarily work in person,Less than 1,At the office,,,Mocha,Sweet,Medium,Medium,Full caffeine,1.0,No,No,Beginner,1,<$20,1.0,10.0,$8-$10,$15-$20,No,Less than $20,Yes,0,Coffee C,Coffee D,Coffee C
BGbJE5,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,Less than 1,None of these,,,Other,Sweet,Medium,Dark,Full caffeine,1.0,No,No,Beginner,1,<$20,1.0,10.0,$8-$10,$10-$15,Yes,$50-$100,Yes,0,Coffee C,Coffee D,Coffee D
0EjzA9,35-44 years old,Male,Bachelor's degree,Employed part-time,,I primarily work from home,2,"On the go, At home, At a cafe","French press, Pour over, Espresso","Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",Latte,Bright,Somewhat strong,Light,Full caffeine,6.0,Yes,Yes,Intermediate,2,$40-$60,3.0,50.0,$8-$10,$8-$10,Yes,$500-$1000,Yes,0,Coffee B,Coffee D,Coffee D
vNx6YX,25-34 years old,Female,Bachelor's degree,Employed full-time,,I primarily work from home,2,"At home, On the go, At the office",French press,"National chain (e.g. Starbucks, Dunkin), Local cafe",Latte,Nutty,Very strong,Medium,Full caffeine,7.0,Yes,No,Advanced,3,$20-$40,2.0,30.0,$8-$10,$10-$15,Yes,$300-$500,Yes,0,Coffee B,Coffee A,Coffee B
WApaAQ,25-34 years old,Male,Bachelor's degree,Employed full-time,1,I primarily work from home,2,At home,"Pour over, French press, Espresso, Other",,Cortado,Fruity,Medium,Light,Full caffeine,8.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$10-$15,$15-$20,Yes,"More than $1,000",Yes,0,Coffee A,Coffee D,Coffee B
J2krZX,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work in person,3,"At the office, At home","Pour over, Coffee brewing machine (e.g. Mr. Coffee)",,Pourover,Fruity,Somewhat strong,Light,Full caffeine,6.0,Yes,Yes,Intermediate,2,$40-$60,3.0,50.0,$10-$15,$15-$20,No,$100-$300,Yes,0,Coffee A,Coffee D,Coffee D
oAVN6V,35-44 years old,Male,Bachelor's degree,Employed full-time,,I do a mix of both,2,At home,Pour over,,Regular drip coffee,Juicy,Medium,Light,Full caffeine,6.0,Yes,Yes,Intermediate,2,$40-$60,3.0,50.0,More than $20,More than $20,Yes,$500-$1000,Yes,0,Coffee C,Coffee D,Coffee D
VZ1WVN,25-34 years old,Male,Doctorate or professional degree,Employed full-time,,I primarily work from home,Less than 1,"At home, At a cafe",Pour over,,Cappuccino,Juicy,Somewhat strong,Light,Half caff,5.0,Yes,Yes,Intermediate,2,<$20,1.0,10.0,$4-$6,$4-$6,Yes,$20-$50,Yes,0,Coffee A,Coffee D,Coffee D
42Nlko,25-34 years old,Male,Bachelor's degree,Employed full-time,2,I do a mix of both,2,"At the office, At home","Pour over, Espresso",,Espresso,Fruity,Somewhat strong,Light,Full caffeine,8.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,More than $20,More than $20,Yes,"More than $1,000",Yes,0,Coffee A,Coffee D,Coffee D
RzBq4P,35-44 years old,Male,Bachelor's degree,Employed full-time,,I do a mix of both,Less than 1,At home,"Espresso, Coffee brewing machine (e.g. Mr. Coffee), Other",,Other,Fruity,Somewhat strong,Light,Full caffeine,5.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$6-$8,$8-$10,No,"More than $1,000",Yes,0,Coffee A,Coffee D,Coffee D
1r2QM4,25-34 years old,Male,Master's degree,Employed full-time,,I primarily work in person,1,"At home, At a cafe","Pour over, Espresso, Cold brew",,Pourover,Fruity,Medium,Medium,Full caffeine,7.0,Yes,Yes,Advanced,3,<$20,1.0,10.0,$10-$15,$10-$15,Yes,"More than $1,000",Yes,0,Coffee B,Coffee D,Coffee D
LdM4d2,25-34 years old,Female,Some college or associate's degree,Employed full-time,,I do a mix of both,2,"At the office, On the go",,"Drive-thru, National chain (e.g. Starbucks, Dunkin), Specialty coffee shop",Latte,Nutty,Somewhat strong,Medium,Full caffeine,6.0,Yes,Yes,Intermediate,2,<$20,1.0,10.0,$6-$8,$6-$8,Yes,$100-$300,Yes,0,Coffee C,Coffee D,Coffee C
42N0dB,35-44 years old,Male,Bachelor's degree,Employed full-time,3,I primarily work from home,3,"At the office, At a cafe",,,Iced coffee,Fruity,Medium,Medium,Full caffeine,3.0,Yes,No,Beginner,1,$20-$40,2.0,30.0,$6-$8,$8-$10,Yes,$100-$300,Yes,0,Coffee C,Coffee A,Coffee C
jB98M9,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work in person,2,At home,Pour over,,Pourover,Sweet,Medium,Nordic,Full caffeine,7.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$15-$20,More than $20,No,$300-$500,Yes,0,Coffee A,Coffee A,Coffee A
1r205O,35-44 years old,Female,Master's degree,Employed full-time,,I primarily work from home,1,At home,Pour over,,Latte,Chocolatey,Medium,Medium,Decaf,4.0,Yes,No,Intermediate,2,$20-$40,2.0,30.0,$8-$10,More than $20,Yes,,Yes,0,Coffee A,Coffee A,Coffee A
5dq0yE,35-44 years old,Male,Doctorate or professional degree,Employed full-time,2,I primarily work in person,3,"At the office, At home, On the go","Espresso, Other",Other,Espresso,Fruity,Very strong,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$2-$4,$2-$4,No,"More than $1,000",Yes,0,Coffee A,Coffee D,Coffee D
YZzb4N,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,1,At home,Coffee brewing machine (e.g. Mr. Coffee),,Latte,Fruity,Somewhat strong,Light,Full caffeine,7.0,Yes,No,Advanced,3,$40-$60,3.0,50.0,$8-$10,More than $20,No,$500-$1000,Yes,0,Coffee A,Coffee A,Coffee A
QABq7Y,35-44 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,1,At home,"Pour over, Espresso, Cold brew",,Pourover,Juicy,Medium,Light,Full caffeine,7.0,Yes,No,Advanced,3,$40-$60,3.0,50.0,$10-$15,More than $20,Yes,"More than $1,000",Yes,0,Coffee A,Coffee D,Coffee D
PABQDd,25-34 years old,Male,Master's degree,Employed part-time,,I do a mix of both,1,At home,Pour over,,Regular drip coffee,Bright,Medium,Light,Full caffeine,10.0,Yes,Yes,Expert,4,$20-$40,2.0,30.0,$10-$15,More than $20,Yes,$100-$300,Yes,0,Coffee A,Coffee D,Coffee D
9dJY7E,25-34 years old,Male,Master's degree,Employed full-time,,I primarily work from home,2,"At home, At a cafe, At the office",Other,,Iced coffee,Chocolatey,Somewhat strong,Medium,Full caffeine,3.0,Yes,Yes,Beginner,1,$20-$40,2.0,30.0,$6-$8,$6-$8,Yes,$100-$300,Yes,0,Coffee C,Coffee D,Coffee C
24xYgM,18-24 years old,Male,Bachelor's degree,Employed full-time,,I primarily work in person,1,"At home, At the office",Pour over,,Regular drip coffee,Chocolatey,Very strong,Dark,Full caffeine,7.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$10-$15,$15-$20,Yes,$500-$1000,Yes,0,Coffee B,Coffee D,Coffee B
